step,communication_cost,communication_ratio,sparse_edges,full_graph_edges
2048,0.5820279121398926,0.048502326011657715,0.5820279121398926,12.0
4096,0.9281648993492126,0.07734707494576772,0.9281648993492126,12.0
6144,1.0676894187927246,0.08897411823272705,1.0676894187927246,12.0
8192,1.1465742588043213,0.09554785490036011,1.1465742588043213,12.0
10240,0.7659968733787537,0.0638330727815628,0.7659968733787537,12.0
12288,0.9155718088150024,0.07629765073458354,0.9155718088150024,12.0
14336,1.1473253965377808,0.09561044971148173,1.1473253965377808,12.0
16384,1.0469896793365479,0.08724913994471233,1.0469896793365479,12.0
18432,0.9474735856056213,0.07895613213380177,0.9474735856056213,12.0
20480,1.0802497863769531,0.09002081553141277,1.0802497863769531,12.0
