step,episode_reward_mean,reward_goal,reward_collision,reward_guide,guidance_lambda,residual_beta,success_rate,collision_rate,action_alignment,path_length,sparse_edges,full_graph_edges,communication_ratio,loss_objective,loss_critic,loss_entropy
2048,-7.796299934387207,-0.019465722143650055,-0.04144287109375,0.0,0.0,0.0,0.0,0.040924072265625,0.01830216497182846,0.842410147190094,28.2451171875,240.0,0.11768798828125,-0.0031798211857676506,0.42708081007003784,-0.01334340125322342
4096,-6.3681135177612305,-0.025519929826259613,-0.02423095703125,0.0,0.0,0.0,0.0,0.02410888671875,0.023646237328648567,0.831256628036499,23.5576171875,240.0,0.09815673828125,-0.0024038422852754593,0.2839789390563965,-0.013466304168105125
6144,-4.952154636383057,-0.02043919637799263,-0.01824951171875,0.0,0.0,0.0,0.0,0.018157958984375,0.015116055496037006,0.8274698257446289,23.7900390625,240.0,0.09912516276041666,-0.002223031595349312,0.20238599181175232,-0.013468164019286633
8192,-3.0576958656311035,-0.012962957844138145,-0.01092529296875,0.0,0.0,0.0,0.0,0.01092529296875,0.01460206788033247,0.8292138576507568,21.5576171875,240.0,0.08982340494791667,-0.0026914654299616814,0.11977356672286987,-0.013331335969269276
10240,-2.977909564971924,-0.010874779894948006,-0.01239013671875,0.0,0.0,0.0,0.0,0.01239013671875,0.0034903259947896004,0.826535165309906,24.21484375,240.0,0.10089518229166666,-0.0030899057164788246,0.13935856521129608,-0.013480904512107372
12288,-1.34853196144104,0.0022819768637418747,-0.0128173828125,0.0,0.0,0.0,0.0,0.012725830078125,-0.0004283313173800707,0.8265861868858337,25.1806640625,240.0,0.10491943359375,-0.005844677332788706,0.12765374779701233,-0.01335085928440094
14336,-1.5157520771026611,-0.0021372223272919655,-0.00970458984375,0.0,0.0,0.0,0.0,0.00970458984375,0.029214559122920036,0.8234888315200806,26.1728515625,240.0,0.10905354817708333,-0.004930706694722176,0.10103989392518997,-0.013311203569173813
16384,-0.3847946524620056,0.00035072496393695474,-0.00335693359375,0.0,0.0,0.0,0.0,0.00335693359375,0.013890495523810387,0.8233997821807861,26.51953125,240.0,0.110498046875,-0.0015670312568545341,0.05495014041662216,-0.013244078494608402
18432,0.9888827204704285,0.01266949437558651,-0.00494384765625,0.0,0.0,0.0,0.0,0.00494384765625,0.02884184755384922,0.8156881332397461,27.388671875,240.0,0.11411946614583333,-0.0032606623135507107,0.06280545890331268,-0.013169574551284313
20480,2.3695030212402344,0.02266213297843933,-0.004150390625,0.0,0.0,0.0,0.0,0.004150390625,0.006814545951783657,0.8101146221160889,32.7353515625,240.0,0.13639729817708332,-0.0021688342094421387,0.05380404740571976,-0.013078020885586739
22528,3.1696181297302246,0.02866889163851738,-0.00390625,0.0,0.0,0.0,0.0,0.00384521484375,0.016367856413125992,0.8072383999824524,37.69140625,240.0,0.15704752604166666,-0.0012280233204364777,0.07092611491680145,-0.012982940301299095
24576,3.5968503952026367,0.0325559563934803,-0.00445556640625,0.0,0.0,0.0,0.0,0.00445556640625,0.006485999096184969,0.8022894859313965,37.0625,240.0,0.15442708333333333,-0.0012146923691034317,0.09275224804878235,-0.013028426095843315
26624,3.877227306365967,0.034563299268484116,-0.0042724609375,0.0,0.0,0.0,0.0,0.0042724609375,0.014632593840360641,0.799260139465332,41.650390625,240.0,0.17354329427083334,-0.0018238276243209839,0.09531351923942566,-0.01301248837262392
28672,3.997535228729248,0.03831082582473755,-0.007080078125,0.0,0.0,0.0,0.0,0.00701904296875,0.007327639032155275,0.7929911613464355,44.6171875,240.0,0.18590494791666667,-0.002253880724310875,0.1296762377023697,-0.012994056567549706
30720,4.84837532043457,0.04080761969089508,-0.0029296875,0.0,0.0,0.0,0.0,0.0029296875,0.00535669457167387,0.7847033143043518,41.4365234375,240.0,0.17265218098958332,-0.0028518433682620525,0.1311817467212677,-0.012935943901538849
32768,4.694147109985352,0.04051823541522026,-0.00384521484375,0.0003513994161039591,0.02717969110205771,0.0,0.0,0.00384521484375,0.01292874850332737,0.7825393676757812,47.619140625,240.0,0.1984130859375,-0.00013567693531513214,0.1348291039466858,-0.012786302715539932
34816,4.54752254486084,0.03705339506268501,-0.00152587890625,0.00030573466210626066,0.024964287873311966,0.0,0.0,0.00152587890625,0.012246880680322647,0.7755018472671509,42.60546875,240.0,0.17752278645833333,-0.003071652725338936,0.07833734154701233,-0.01291223056614399
36864,4.920581817626953,0.03935757279396057,-0.00091552734375,0.0003807971370406449,0.022810470137302728,0.0,0.0,0.00091552734375,0.0166939627379179,0.7774722576141357,40.5009765625,240.0,0.16875406901041667,-0.001565638929605484,0.09845985472202301,-0.0128095094114542
38912,4.842878341674805,0.04070363938808441,-0.00286865234375,0.0007857161690481007,0.02047511726434197,0.0,0.0,0.00286865234375,0.038374196738004684,0.7673063278198242,45.3828125,240.0,0.18909505208333333,-0.003516913391649723,0.10828482359647751,-0.01276417076587677
40960,5.718701362609863,0.04852256923913956,-0.00384521484375,0.0008777370676398277,0.018622016646415895,0.0,0.0,0.003753662109375,0.04713436961174011,0.7697040438652039,48.95703125,240.0,0.20398763020833333,0.0013208091259002686,0.1677761673927307,-0.012578177265822887
43008,4.5757927894592285,0.040692225098609924,-0.00494384765625,0.0007799934246577322,0.017120600854635005,0.0,0.0,0.00494384765625,0.045558761805295944,0.7692183256149292,50.8642578125,240.0,0.21193440755208334,-0.002032790333032608,0.1373099535703659,-0.012594579719007015
45056,4.881691932678223,0.039664097130298615,-0.00152587890625,0.0008505432633683085,0.01556464046650149,0.0,0.0,0.00152587890625,0.05464586615562439,0.7557345628738403,47.9580078125,240.0,0.19982503255208334,0.000989006832242012,0.06918931752443314,-0.012445191852748394
47104,5.288150787353516,0.04265645146369934,-0.0013427734375,0.0008726593223400414,0.014182031492831801,0.0,0.0,0.0013427734375,0.061532750725746155,0.751380443572998,48.8740234375,240.0,0.20364176432291667,-0.0014543812721967697,0.07775616645812988,-0.01247173547744751
49152,5.247137069702148,0.043373629450798035,-0.00238037109375,0.000805988151114434,0.013011350803280813,0.0,0.0,0.002349853515625,0.06194499880075455,0.761032223701477,48.5400390625,240.0,0.20225016276041666,-0.0008491165935993195,0.06726140528917313,-0.012588577345013618
51200,4.851624965667725,0.0385747030377388,-0.00067138671875,0.0004880234773736447,0.012222866215195029,0.0,0.0,0.00067138671875,0.03992708772420883,0.7563855648040771,46.2109375,240.0,0.19254557291666666,-0.00075919134542346,0.06164946407079697,-0.012534101493656635
53248,5.692841529846191,0.04612327367067337,-0.00164794921875,0.0005297177704051137,0.011129209689380136,0.0,0.0,0.00164794921875,0.047597065567970276,0.7548807859420776,48.12109375,240.0,0.20050455729166666,-0.0011499132961034775,0.07323113083839417,-0.01243910938501358
55296,5.483307838439941,0.04412008076906204,-0.00128173828125,0.0005765901878476143,0.010114072029826742,0.0,0.0,0.00128173828125,0.05700870603322983,0.7558429837226868,47.5224609375,240.0,0.19801025390625,-0.001645110547542572,0.07023629546165466,-0.012401740066707134
57344,5.484012126922607,0.04498007893562317,-0.00213623046875,0.0005858576041646302,0.009218872249428843,0.0,0.0,0.00213623046875,0.06354981660842896,0.7499184608459473,46.162109375,240.0,0.19234212239583334,-0.0010088961571455002,0.06322317570447922,-0.012468580156564713
59392,5.699019432067871,0.04580533131957054,-0.00128173828125,0.0005230040987953544,0.008478439125698307,0.0,0.0,0.00128173828125,0.06168635934591293,0.7445716857910156,45.2421875,240.0,0.18850911458333333,0.00035468488931655884,0.06374210119247437,-0.01238773949444294
