step,episode_reward_mean,reward_goal,reward_collision,reward_guide,guidance_lambda,residual_beta,success_rate,collision_rate,action_alignment,path_length,sparse_edges,full_graph_edges,communication_ratio,loss_objective,loss_critic,loss_entropy,lambda_comm,lambda_u,lambda_rank,utility_warmup_steps,utility_mean,utility_std,gate_mass,utility_corr,comm_precision,cud,utility_loss
36864,4.850761413574219,0.041619718074798584,-0.00372314453125,-0.0037372249644249678,0.1,0.5488116360940264,0.0,0.00372314453125,-0.037372250109910965,0.8023966550827026,1.1119906902313232,240.0,0.004633294542630514,-0.0032108486630022526,0.15987420082092285,-0.012831990607082844,5e-05,0.5,0.1,20000.0,0.3401600122451782,0.0425221286714077,1.0195986032485962,-0.09987660497426987,0.0,0.4107314646244049,0.05111557990312576
38912,5.872008323669434,0.04886578395962715,-0.00299072265625,-0.005097042303532362,0.1,0.5091564206075492,0.0,0.002960205078125,-0.050970420241355896,0.7953155636787415,1.0397236347198486,240.0,0.0043321818113327025,-0.0018220730125904083,0.18861451745033264,-0.012729831039905548,5e-05,0.5,0.1,20000.0,0.3605877757072449,0.04031205177307129,1.1095986366271973,0.22516173124313354,0.0,0.3286915421485901,0.04327733814716339
40960,5.544229030609131,0.047830887138843536,-0.0045166015625,-0.006358315236866474,0.1,0.4723665527410147,0.0,0.0045166015625,-0.06358315050601959,0.7962853908538818,0.9570383429527283,240.0,0.003987659762303034,-0.002405138686299324,0.19488343596458435,-0.012722505256533623,5e-05,0.5,0.1,20000.0,0.3594505488872528,0.05499252676963806,0.9479149580001831,0.23062266409397125,0.0,0.33274564146995544,0.04174518585205078
43008,5.476631164550781,0.04809623956680298,-0.00531005859375,-0.006188240833580494,0.1,0.4382349924649492,0.0,0.00531005859375,-0.06188240647315979,0.7926493883132935,0.8020280003547668,240.0,0.0033417833348115284,-0.001428430899977684,0.16981977224349976,-0.012790722772479057,5e-05,0.5,0.1,20000.0,0.40350106358528137,0.05048161745071411,0.8263839483261108,0.18764474987983704,0.0,0.35077881813049316,0.055304668843746185
45056,5.223284721374512,0.046849388629198074,-0.00604248046875,-0.006637314334511757,0.1,0.40656965974059917,0.0,0.00604248046875,-0.06637313961982727,0.7860978841781616,0.7397993206977844,240.0,0.0030824971695741017,-0.0012198016047477722,0.18705886602401733,-0.012680832296609879,5e-05,0.5,0.1,20000.0,0.39051172137260437,0.05853927135467529,0.8748276829719543,0.10299898684024811,0.0,0.43234482407569885,0.0524834468960762
47104,5.878087997436523,0.04860810935497284,-0.002685546875,-0.0066302199847996235,0.1,0.3771923535631569,0.0,0.002685546875,-0.06630220264196396,0.7737226486206055,0.7417594194412231,240.0,0.0030906642476717632,-0.0016762427985668182,0.16663622856140137,-0.01272953674197197,5e-05,0.5,0.1,20000.0,0.4752425253391266,0.03709941357374191,0.7859580516815186,0.22868910431861877,0.0,0.5159438252449036,0.06484885513782501
49152,5.527111530303955,0.04519471526145935,-0.00201416015625,-0.007662637159228325,0.1,0.34993774911115544,0.0,0.001983642578125,-0.07662637531757355,0.7728067636489868,0.6422035694122314,240.0,0.0026758482058842977,-0.0009473133832216263,0.13642802834510803,-0.012730443850159645,5e-05,0.5,0.1,20000.0,0.5248337388038635,0.050469741225242615,0.6755649447441101,0.3382952809333801,0.0,0.5538290143013,0.07495764642953873
51200,5.793671607971191,0.04898621141910553,-0.00372314453125,-0.008195041678845882,0.1,0.32465246735834974,0.0,0.00372314453125,-0.08195041120052338,0.7729764580726624,0.5805382132530212,240.0,0.0024189092218875885,-0.0013596899807453156,0.14836114645004272,-0.012645912356674671,5e-05,0.5,0.1,20000.0,0.5298770666122437,0.060411594808101654,0.646526038646698,0.2197027951478958,0.0,0.538936972618103,0.08809908479452133
53248,6.169278144836426,0.051371313631534576,-0.003173828125,-0.007604128215461969,0.1,0.301194211912202,0.0,0.003173828125,-0.07604128122329712,0.7713656425476074,0.5523159503936768,240.0,0.002301316459973653,-0.0014179050922393799,0.15091632306575775,-0.012648265808820724,5e-05,0.5,0.1,20000.0,0.6133692264556885,0.040922798216342926,0.6726223230361938,0.2370978444814682,0.0,0.6080417633056641,0.10127336531877518
55296,5.761695861816406,0.047759830951690674,-0.00274658203125,-0.008007045835256577,0.1,0.27943096822140734,0.0,0.00274658203125,-0.08007045090198517,0.7672600150108337,0.5054195523262024,240.0,0.0021059148013591765,-0.0023359712213277817,0.10593608766794205,-0.012604257091879845,5e-05,0.5,0.1,20000.0,0.5951768159866333,0.0699276253581047,0.5572296977043152,0.14946527779102325,0.0,0.674852728843689,0.08695223927497864
57344,6.132692337036133,0.05023099482059479,-0.0023193359375,-0.007845213636755943,0.1,0.2592402606458915,0.0,0.0023193359375,-0.07845213264226913,0.7596977353096008,0.46702703833580017,240.0,0.0019459459930658341,0.0001606196165084839,0.10047518461942673,-0.01262173056602478,5e-05,0.5,0.1,20000.0,0.6695585250854492,0.08333030343055725,0.5434340238571167,0.4586852192878723,0.0,0.5420181751251221,0.09206324815750122
59392,6.346344947814941,0.05183912441134453,-0.00225830078125,-0.00724883284419775,0.1,0.24050846320834218,0.0,0.00225830078125,-0.07248833030462265,0.7501766681671143,0.43436717987060547,240.0,0.0018098632494608561,-0.001339261420071125,0.10527969896793365,-0.012491129338741302,5e-05,0.5,0.1,20000.0,0.6458730101585388,0.12349533289670944,0.4059448838233948,0.3940970301628113,0.0,0.5808869004249573,0.09637679904699326
61440,6.821280479431152,0.05542748048901558,-0.00213623046875,-0.003805130487307906,0.1,0.22313016014842982,0.0,0.00213623046875,-0.0380513034760952,0.7506444454193115,0.45448824763298035,240.0,0.0018937010318040848,-0.001156507059931755,0.13557970523834229,-0.012513915076851845,5e-05,0.5,0.1,20000.0,0.5916025638580322,0.09064463526010513,0.4733382761478424,0.20895220339298248,0.0,0.6377042531967163,0.09571599215269089
63488,6.785153388977051,0.05471799522638321,-0.001708984375,-0.006963228806853294,0.1,0.2070075526811526,0.0,0.001708984375,-0.06963229179382324,0.7444502115249634,0.35940197110176086,240.0,0.0014975082129240036,-0.0011519603431224823,0.12184721976518631,-0.012494650669395924,5e-05,0.5,0.1,20000.0,0.7607836127281189,0.057527076452970505,0.38608959317207336,0.3963313102722168,0.0,0.688746452331543,0.09447984397411346
65536,6.3153204917907715,0.054038144648075104,-0.00469970703125,-0.005996099207550287,0.1,0.19204990862075408,0.0,0.00469970703125,-0.0599609911441803,0.7481098175048828,0.4109770357608795,240.0,0.0017124043156703313,-0.0015149787068367004,0.18390339612960815,-0.012556594796478748,5e-05,0.5,0.1,20000.0,0.7144652009010315,0.11397820711135864,0.45884981751441956,0.4018024802207947,0.0,0.6413558125495911,0.09383496642112732
67584,7.120336055755615,0.058496277779340744,-0.00286865234375,-0.005945957265794277,0.1,0.17817305177289844,0.0,0.00286865234375,-0.05945957079529762,0.7507501840591431,0.3847087621688843,240.0,0.0016029531757036845,-0.0019911248236894608,0.14010463654994965,-0.01254800334572792,5e-05,0.5,0.1,20000.0,0.7627262473106384,0.07291383296251297,0.3885234296321869,0.2564550042152405,0.0,0.7524969577789307,0.10236578434705734
69632,7.103631973266602,0.057511284947395325,-0.00201416015625,-0.0043311151675879955,0.1,0.16529888822158656,0.0,0.00201416015625,-0.04331114888191223,0.7457962036132812,0.3504430651664734,240.0,0.0014601794381936392,-0.0029896022751927376,0.2068125456571579,-0.012366866692900658,5e-05,0.5,0.1,20000.0,0.758245587348938,0.0760803297162056,0.31884199380874634,0.3113458454608917,0.0,0.8397923111915588,0.09565484523773193
71680,7.116548538208008,0.05889393016695976,-0.0032958984375,-0.00558365136384964,0.1,0.15335496684492847,0.0,0.0032958984375,-0.0558365136384964,0.7423763275146484,0.35349589586257935,240.0,0.0014728995660940806,-0.0012201517820358276,0.19588762521743774,-0.012417178601026535,5e-05,0.5,0.1,20000.0,0.7549878358840942,0.10427577048540115,0.3314207196235657,0.39079520106315613,0.0,0.7975236773490906,0.09153817594051361
73728,6.660165786743164,0.05349739268422127,-0.00146484375,-0.0057919444516301155,0.1,0.14227407158651353,0.0,0.00146484375,-0.0579194501042366,0.7380995750427246,0.29803919792175293,240.0,0.0012418299913406373,-0.0013635954819619656,0.21077954769134521,-0.012459805235266685,5e-05,0.5,0.1,20000.0,0.7968440651893616,0.10602173954248428,0.30348098278045654,0.38390254974365234,0.0,0.8679669499397278,0.08737900853157043
75776,6.810069561004639,0.05454644188284874,-0.0013427734375,-0.004785485100001097,0.1,0.13199384318783017,0.0,0.00128173828125,-0.04785485193133354,0.7336248159408569,0.33343586325645447,240.0,0.0013893160969018937,-0.0016532019944861531,0.2521454691886902,-0.012402461841702461,5e-05,0.5,0.1,20000.0,0.7766503095626831,0.11674294620752335,0.32082247734069824,0.22875091433525085,0.0,0.8475034236907959,0.09751256555318832
77824,6.472984313964844,0.05270642042160034,-0.00213623046875,-0.006040100008249283,0.1,0.12245642825298195,0.0,0.00213623046875,-0.06040100008249283,0.7262515425682068,0.31293773651123047,240.0,0.0013039072354634603,-0.002207217738032341,0.22328634560108185,-0.012371226213872433,5e-05,0.5,0.1,20000.0,0.774061381816864,0.10781816393136978,0.33376073837280273,0.24759742617607117,0.0,0.8550377488136292,0.08376117795705795
79872,6.692002296447754,0.05368507280945778,-0.00140380859375,-0.002670551650226116,0.1,0.11360815367076377,0.0,0.00140380859375,-0.026705514639616013,0.720750093460083,0.25690513849258423,240.0,0.0010704380770524343,-0.001708291471004486,0.23551443219184875,-0.012292301282286644,5e-05,0.5,0.1,20000.0,0.800316333770752,0.10661116987466812,0.2501569390296936,0.3773919939994812,0.0,0.8851562142372131,0.05838199704885483
81920,6.65876579284668,0.053364381194114685,-0.0013427734375,-0.0016137943603098392,0.1,0.10539922456186433,0.0,0.0013427734375,-0.016137942671775818,0.7162843346595764,0.23686131834983826,240.0,0.0009869221597909928,-0.0016457028687000275,0.1660727560520172,-0.012284711934626102,5e-05,0.5,0.1,20000.0,0.7815252542495728,0.13280899822711945,0.21471866965293884,0.38216862082481384,0.0,0.8976424336433411,0.11227267235517502
83968,6.995833396911621,0.05575357377529144,-0.0010986328125,5.5196083849295974e-05,0.1,0.09778344405135005,0.0,0.0010986328125,0.0005519604310393333,0.7198156118392944,0.24816972017288208,240.0,0.001034040500720342,-0.0024640560150146484,0.2680543065071106,-0.012227986007928848,5e-05,0.5,0.1,20000.0,0.7744831442832947,0.11329223215579987,0.25725165009498596,0.16898581385612488,0.0,0.8293222188949585,0.10945913195610046
86016,7.689716815948486,0.06221214309334755,-0.00213623046875,0.0013957255287095904,0.1,0.09071795328941247,0.0,0.00213623046875,0.013957254588603973,0.7193629741668701,0.25447672605514526,240.0,0.0010603196918964387,-0.0022249799221754074,0.2080775499343872,-0.012130587361752987,5e-05,0.5,0.1,20000.0,0.811932384967804,0.0705886036157608,0.23019173741340637,0.36035603284835815,0.0,0.7845557332038879,0.12550154328346252
88064,7.39352560043335,0.05934883654117584,-0.0015869140625,-0.0004734808171633631,0.1,0.0841629902573104,0.0,0.0015869140625,-0.004734808579087257,0.7156407833099365,0.24291583895683289,240.0,0.0010121493289868037,-0.0001357775181531906,0.2166661024093628,-0.01225133053958416,5e-05,0.5,0.1,20000.0,0.7884920835494995,0.07700630277395248,0.2184373140335083,0.033481307327747345,0.0,0.8298408389091492,0.08090406656265259
90112,7.592960357666016,0.06127312779426575,-0.001953125,0.0026285529602319,0.1,0.07808166600115317,0.0,0.001953125,0.026285529136657715,0.7130687832832336,0.24217873811721802,240.0,0.0010090780754884083,-0.0007060319185256958,0.22436383366584778,-0.011981522664427757,5e-05,0.5,0.1,20000.0,0.791161060333252,0.07050331681966782,0.23915714025497437,0.18191416561603546,0.0,0.8345678448677063,0.09433048218488693
92160,7.1980180740356445,0.05769936367869377,-0.00146484375,0.0005734361475333571,0.1,0.07243975703425146,0.0,0.00146484375,0.005734361708164215,0.7078839540481567,0.23951956629753113,240.0,0.0009979981929063796,-0.0023254118859767914,0.19681194424629211,-0.01200898364186287,5e-05,0.5,0.1,20000.0,0.7668653726577759,0.05464184656739235,0.24615518748760223,0.1985245943069458,0.0,0.7903892397880554,0.07639151066541672
94208,7.34934139251709,0.061200909316539764,-0.0037841796875,0.0016903318464756012,0.1,0.06720551273974976,0.0,0.0037841796875,0.016903318464756012,0.712411642074585,0.24198505282402039,240.0,0.0010082710534334183,-0.0015138443559408188,0.25056394934654236,-0.011989396065473557,5e-05,0.5,0.1,20000.0,0.7591501474380493,0.07427555322647095,0.22550994157791138,0.250190407037735,0.0,0.7921319603919983,0.09588126838207245
96256,7.261716842651367,0.05740354582667351,-0.00067138671875,0.0003757463418878615,0.1,0.0623494766896734,0.0,0.00067138671875,0.003757463302463293,0.7037864923477173,0.21803009510040283,240.0,0.0009084587295850118,-0.002674948424100876,0.24335701763629913,-0.011918232776224613,5e-05,0.5,0.1,20000.0,0.7855796813964844,0.07600098103284836,0.21135973930358887,0.43187546730041504,0.0,0.7651140689849854,0.08159972727298737
98304,8.134403228759766,0.06489279866218567,-0.0013427734375,0.0015903780004009604,0.1,0.057844320874838484,0.0,0.0013427734375,0.0159037783741951,0.706566333770752,0.20996589958667755,240.0,0.0008748579149444898,-0.0014816508628427982,0.23566082119941711,-0.01199227012693882,5e-05,0.5,0.1,20000.0,0.7539297342300415,0.09645554423332214,0.19279594719409943,0.3054341971874237,0.0,0.8168876767158508,0.08126486092805862
100352,7.791365623474121,0.06270109862089157,-0.0018310546875,0.0013385225320234895,0.1,0.053664691912730135,0.0,0.0018310546875,0.013385225087404251,0.7064310312271118,0.18969014286994934,240.0,0.0007903755952914556,-0.0014684265479445457,0.2996918857097626,-0.012056032195687294,5e-05,0.5,0.1,20000.0,0.762900710105896,0.11262978613376617,0.16030052304267883,0.38953402638435364,0.0,0.8018843531608582,0.11261972039937973
102400,8.09423542022705,0.06512830406427383,-0.00189208984375,0.0020653228275477886,0.1,0.049787068367863944,0.0,0.00189208984375,0.02065322920680046,0.7136489152908325,0.1933777928352356,240.0,0.0008057408034801483,-0.0012965127825737,0.273812860250473,-0.011858542449772358,5e-05,0.5,0.1,20000.0,0.7621747255325317,0.1064477264881134,0.19933301210403442,0.29316484928131104,0.0,0.7774612307548523,0.07859991490840912
