step,episode_reward_mean,reward_goal,reward_collision,reward_guide,guidance_lambda,residual_beta,success_rate,collision_rate,action_alignment,path_length,sparse_edges,full_graph_edges,communication_ratio,loss_objective,loss_critic,loss_entropy,lambda_comm
2048,-6.092806339263916,0.002631882671266794,-0.05023193359375,-0.005266640335321426,0.1,0.1,0.0,0.0489501953125,-0.05266639590263367,0.8497487306594849,13.381233215332031,240.0,0.0557551383972168,-0.0017252340912818909,0.4912382960319519,-0.012996654957532883,0.001
4096,-6.863432884216309,-0.008515585213899612,-0.04510498046875,-0.004241525195538998,0.1,0.2,0.0,0.04437255859375,-0.04241524636745453,0.8407222032546997,7.2549920082092285,240.0,0.030229133367538453,-0.001604170072823763,0.48132896423339844,-0.013163830153644085,0.001
6144,-4.131572246551514,-0.00633796863257885,-0.02593994140625,-0.006881238427013159,0.1,0.3,0.0,0.02569580078125,-0.06881238520145416,0.8351277709007263,3.2244374752044678,240.0,0.013435156146685282,-0.0007683802396059036,0.29151177406311035,-0.013296164572238922,0.001
8192,-4.369646072387695,-0.017719406634569168,-0.01641845703125,-0.004840027540922165,0.1,0.4,0.0,0.016326904296875,-0.04840027540922165,0.830962061882019,1.3748958110809326,240.0,0.005728732546170553,-0.0018978393636643887,0.1958034336566925,-0.013395232148468494,0.001
10240,-4.143556118011475,-0.015220655128359795,-0.01715087890625,-0.003810454159975052,0.1,0.5,0.0,0.017059326171875,-0.03810454159975052,0.8243383169174194,0.8057008385658264,240.0,0.00335708682735761,-0.0016313474625349045,0.19549331068992615,-0.013332954607903957,0.001
12288,-4.081338405609131,-0.018518757075071335,-0.01336669921875,-0.0039146458730101585,0.1,0.6,0.0,0.013275146484375,-0.039146456867456436,0.8163692355155945,0.46485912799835205,240.0,0.001936913033326467,-0.0043569281697273254,0.1497141420841217,-0.0134605523198843,0.001
14336,-2.474398374557495,-0.01316668651998043,-0.00616455078125,-0.0017607456538826227,0.1,0.7,0.0,0.006103515625,-0.01760745793581009,0.8140302300453186,0.33183562755584717,240.0,0.001382648448149363,-0.004616995342075825,0.09970303624868393,-0.013309542089700699,0.001
16384,-1.3074679374694824,-0.0037448671646416187,-0.0064697265625,-0.0004311087541282177,0.1,0.8,0.0,0.0064697265625,-0.00431108707562089,0.8132171034812927,0.2553437352180481,240.0,0.0010639322300752005,-0.0025652050971984863,0.08177384734153748,-0.01337286178022623,0.001
18432,-0.1912866234779358,0.006928425282239914,-0.0084228515625,-0.0013471976853907108,0.1,0.9,0.0,0.0084228515625,-0.013471976853907108,0.8112990856170654,0.21190251410007477,240.0,0.0008829271420836449,-0.004528192803263664,0.09604034572839737,-0.013312656432390213,0.001
20480,0.0317535325884819,0.0026284451596438885,-0.00238037109375,-0.0008228629012592137,0.1,1.0,0.0,0.00238037109375,-0.00822862982749939,0.8089777231216431,0.1630251109600067,240.0,0.0006792712956666946,-0.004442326724529266,0.03926809877157211,-0.013319575227797031,0.001
22528,0.8877174854278564,0.010536367073655128,-0.00360107421875,-0.0016823475016281009,0.1,0.9277434863285529,0.0,0.00360107421875,-0.016823474317789078,0.8092982769012451,0.13575953245162964,240.0,0.0005656647185484569,-0.004376876167953014,0.054404765367507935,-0.01319729071110487,0.001
