step,episode_reward_mean,reward_goal,reward_collision,reward_guide,guidance_lambda,residual_beta,success_rate,collision_rate,action_alignment,path_length,sparse_edges,full_graph_edges,communication_ratio,loss_objective,loss_critic,loss_entropy,lambda_comm
36864,6.359149932861328,0.054502636194229126,-0.00482177734375,-0.02266194298863411,0.1,0.5488116360940264,0.0,0.00482177734375,-0.2266194224357605,0.8169225454330444,0.061756741255521774,240.0,0.00025731975523134073,0.00038168812170624733,0.1082816869020462,-0.012566995806992054,0.001
38912,6.683963298797607,0.058138877153396606,-0.00592041015625,-0.024160925298929214,0.1,0.5091564206075492,0.0,0.00592041015625,-0.24160924553871155,0.8138552308082581,0.04982445016503334,240.0,0.00020760187568763893,-0.0012296531349420547,0.10179376602172852,-0.012741835787892342,0.001
40960,6.460031509399414,0.05889184772968292,-0.0084228515625,-0.02137574553489685,0.1,0.4723665527410147,0.0,0.00830078125,-0.2137574553489685,0.8068259954452515,0.05407821387052536,240.0,0.000225325891127189,-0.00014253798872232437,0.13925424218177795,-0.012528259307146072,0.001
43008,6.291254043579102,0.05348391830921173,-0.00433349609375,-0.02120208740234375,0.1,0.4382349924649492,0.0,0.00433349609375,-0.2120208740234375,0.7967069149017334,0.047146983444690704,240.0,0.00019644576435287793,-0.0018006283789873123,0.10015946626663208,-0.012567990459501743,0.001
45056,6.534785747528076,0.056302040815353394,-0.0052490234375,-0.020752016454935074,0.1,0.40656965974059917,0.0,0.005126953125,-0.20752017199993134,0.7964327335357666,0.04311498627066612,240.0,0.0001796457761277755,-0.002100147306919098,0.20475997030735016,-0.01261522714048624,0.001
47104,6.613757133483887,0.057102106511592865,-0.00543212890625,-0.019282765686511993,0.1,0.3771923535631569,0.0,0.00543212890625,-0.19282764196395874,0.7951439619064331,0.04161851853132248,240.0,0.00017341049388051034,-0.0008538924157619476,0.17606356739997864,-0.012669912539422512,0.001
49152,7.362090587615967,0.06081222742795944,-0.0032958984375,-0.020342037081718445,0.1,0.34993774911115544,0.0,0.00323486328125,-0.20342037081718445,0.7875844240188599,0.03710269555449486,240.0,0.00015459456481039524,0.0005278945900499821,0.2488042712211609,-0.012533936649560928,0.001
51200,8.574901580810547,0.0700431764125824,-0.0030517578125,-0.0197250135242939,0.1,0.32465246735834974,0.0,0.0030517578125,-0.1972501128911972,0.783052921295166,0.032574430108070374,240.0,0.00013572679211695988,-0.0018537640571594238,0.28542599081993103,-0.012496957555413246,0.001
53248,7.265944480895996,0.06262456625699997,-0.005859375,-0.019736507907509804,0.1,0.301194211912202,0.0,0.005828857421875,-0.19736507534980774,0.7829104661941528,0.03088138811290264,240.0,0.00012867245047042767,-0.0007966849952936172,0.2535153329372406,-0.012641635723412037,0.001
55296,7.687384605407715,0.06341461837291718,-0.00335693359375,-0.018891384825110435,0.1,0.27943096822140734,0.0,0.00335693359375,-0.18891385197639465,0.7805215716362,0.02972540259361267,240.0,0.0001238558441400528,0.00030393898487091064,0.2856054902076721,-0.012657498940825462,0.001
57344,7.289224624633789,0.05999882519245148,-0.0030517578125,-0.017535867169499397,0.1,0.2592402606458915,0.0,0.0030517578125,-0.17535866796970367,0.7763808965682983,0.028881657868623734,240.0,0.00012034024111926556,-0.0014523863792419434,0.26395776867866516,-0.012646329589188099,0.001
59392,6.628787040710449,0.056181930005550385,-0.00439453125,-0.01740880124270916,0.1,0.24050846320834218,0.0,0.00439453125,-0.1740879863500595,0.7722349166870117,0.024204589426517487,240.0,0.00010085245594382286,-0.0015986566431820393,0.17651402950286865,-0.012567048892378807,0.001
61440,6.976548671722412,0.05749501287937164,-0.00299072265625,-0.017141275107860565,0.1,0.22313016014842982,0.0,0.00299072265625,-0.17141273617744446,0.7715266942977905,0.024258067831397057,240.0,0.00010107528263082107,-0.0021503493189811707,0.2248612493276596,-0.012628186494112015,0.001
63488,7.182381629943848,0.06007964164018631,-0.00396728515625,-0.01610312983393669,0.1,0.2070075526811526,0.0,0.00396728515625,-0.16103129088878632,0.7639936208724976,0.02344314567744732,240.0,9.76797736560305e-05,-0.003176869358867407,0.21217317879199982,-0.012572094798088074,0.001
65536,7.3858466148376465,0.06221852824091911,-0.0045166015625,-0.018821299076080322,0.1,0.19204990862075408,0.0,0.0045166015625,-0.18821299076080322,0.7697386741638184,0.023864947259426117,240.0,9.943728024760881e-05,-0.0014713983982801437,0.1763409972190857,-0.012475132942199707,0.001
67584,7.158400535583496,0.05824434012174606,-0.0023193359375,-0.016335012391209602,0.1,0.17817305177289844,0.0,0.0023193359375,-0.16335012018680573,0.759130597114563,0.0213491078466177,240.0,8.895461602757375e-05,0.0002527087926864624,0.1688239574432373,-0.01258070394396782,0.001
69632,7.3151679039001465,0.06007944047451019,-0.0029296875,-0.01714642345905304,0.1,0.16529888822158656,0.0,0.0029296875,-0.1714642345905304,0.759401798248291,0.021188989281654358,240.0,8.828745534022649e-05,-0.0012054410763084888,0.10924890637397766,-0.012516770511865616,0.001
71680,7.484869480133057,0.0627480000257492,-0.0042724609375,-0.016965506598353386,0.1,0.15335496684492847,0.0,0.0042724609375,-0.16965505480766296,0.7649872303009033,0.020109983161091805,240.0,8.379159650454919e-05,-0.0009896419942378998,0.12797793745994568,-0.012498277239501476,0.001
73728,7.549046993255615,0.061296261847019196,-0.0023193359375,-0.0169097650796175,0.1,0.14227407158651353,0.0,0.0023193359375,-0.1690976470708847,0.753538966178894,0.01894138753414154,240.0,7.892244805892308e-05,-0.00021892134100198746,0.131648987531662,-0.012327829375863075,0.001
75776,7.524049282073975,0.060612693428993225,-0.0018310546875,-0.016645431518554688,0.1,0.13199384318783017,0.0,0.0018310546875,-0.16645431518554688,0.7489000558853149,0.017713963985443115,240.0,7.380818327267965e-05,-0.0008558426052331924,0.11471031606197357,-0.012365801259875298,0.001
77824,8.233810424804688,0.06664597988128662,-0.0023193359375,-0.017194043844938278,0.1,0.12245642825298195,0.0,0.0023193359375,-0.17194044589996338,0.7477420568466187,0.01687096618115902,240.0,7.029569242149592e-05,-0.001214343123137951,0.1677641123533249,-0.012270491570234299,0.001
79872,8.385709762573242,0.06752751767635345,-0.00201416015625,-0.014021774753928185,0.1,0.11360815367076377,0.0,0.00201416015625,-0.14021775126457214,0.7448264360427856,0.015687929466366768,240.0,6.53663727765282e-05,-0.001127714291214943,0.20722122490406036,-0.012254184111952782,0.001
81920,8.540154457092285,0.06910032033920288,-0.00238037109375,-0.014052250422537327,0.1,0.10539922456186433,0.0,0.00238037109375,-0.14052250981330872,0.7403753399848938,0.01364676933735609,240.0,5.686153890565038e-05,-0.0012510120868682861,0.37167423963546753,-0.012240811251103878,0.001
83968,8.61052131652832,0.0694059208035469,-0.00213623046875,-0.013549393974244595,0.1,0.09778344405135005,0.0,0.00213623046875,-0.1354939341545105,0.7337121963500977,0.014664405956864357,240.0,6.110169148693482e-05,-0.001812271773815155,0.2637600302696228,-0.01212320290505886,0.001
86016,7.927273750305176,0.06303046643733978,-0.0010986328125,-0.012078936211764812,0.1,0.09071795328941247,0.0,0.0010986328125,-0.12078937888145447,0.7242001891136169,0.011834293603897095,240.0,4.930955668290456e-05,-0.000926189124584198,0.38334935903549194,-0.012145960703492165,0.001
88064,7.591480255126953,0.06120052933692932,-0.00189208984375,-0.010419823229312897,0.1,0.0841629902573104,0.0,0.00189208984375,-0.10419823229312897,0.7282857894897461,0.011590270325541496,240.0,4.829279302308957e-05,-3.679096698760986e-05,0.30968883633613586,-0.012021421454846859,0.001
90112,8.121458053588867,0.06515786796808243,-0.001708984375,-0.010301394388079643,0.1,0.07808166600115317,0.0,0.001708984375,-0.10301394760608673,0.7208905220031738,0.010746227577328682,240.0,4.477594823886951e-05,-0.0017853006720542908,0.266435831785202,-0.011984823271632195,0.001
92160,7.898784637451172,0.06384548544883728,-0.00213623046875,-0.007799132727086544,0.1,0.07243975703425146,0.0,0.00213623046875,-0.07799132913351059,0.721136748790741,0.01063338853418827,240.0,4.430578555911779e-05,-0.0033291149884462357,0.3170398771762848,-0.012007416225969791,0.001
94208,7.996275424957275,0.06314229220151901,-0.00067138671875,-0.008718960918486118,0.1,0.06720551273974976,0.0,0.00067138671875,-0.08718961477279663,0.7174620628356934,0.009036802686750889,240.0,3.76533445281287e-05,-0.0020451005548238754,0.24584797024726868,-0.011953756213188171,0.001
96256,9.00777816772461,0.07263156771659851,-0.00225830078125,-0.010395839810371399,0.1,0.0623494766896734,0.0,0.00225830078125,-0.10395839065313339,0.7183855772018433,0.009056394919753075,240.0,3.773497883230448e-05,-0.001101866364479065,0.30657726526260376,-0.011948442086577415,0.001
98304,8.054420471191406,0.06481724977493286,-0.00189208984375,-0.007888998836278915,0.1,0.057844320874838484,0.0,0.00189208984375,-0.07888998836278915,0.7157142162322998,0.008909831754863262,240.0,3.7124298978596924e-05,-0.0001954939216375351,0.1761976182460785,-0.01192411221563816,0.001
100352,7.623082637786865,0.06132534518837929,-0.00177001953125,-0.008564693853259087,0.1,0.053664691912730135,0.0,0.00177001953125,-0.08564694225788116,0.7146586775779724,0.008511478081345558,240.0,3.5464492005606495e-05,-0.001971151679754257,0.14231301844120026,-0.011925678700208664,0.001
102400,8.5826416015625,0.06979845464229584,-0.00274658203125,-0.006888608913868666,0.1,0.049787068367863944,0.0,0.00274658203125,-0.06888608634471893,0.7115306854248047,0.00847037322819233,240.0,3.529322178413471e-05,-0.001063728705048561,0.1727924644947052,-0.011613350361585617,0.001
