step,episode_reward_mean,reward_goal,reward_collision,reward_guide,guidance_lambda,residual_beta,success_rate,collision_rate,action_alignment,path_length,sparse_edges,full_graph_edges,communication_ratio,loss_objective,loss_critic,loss_entropy,lambda_comm
2048,-4.417459487915039,-0.008937671780586243,-0.02557373046875,-0.0033624402713030577,0.1,0.1,0.0,0.025390625,-0.033624403178691864,0.8542627096176147,8.242483139038086,240.0,0.03434367974599203,-0.0036989315412938595,0.2633556127548218,-0.013059854507446289,0.001
4096,-4.254508972167969,-0.0038194044027477503,-0.0294189453125,-0.005580737255513668,0.1,0.2,0.0,0.0291748046875,-0.05580737441778183,0.854118824005127,4.536276340484619,240.0,0.018901151418685914,-0.003802632912993431,0.29501059651374817,-0.013120999559760094,0.001
6144,-2.940004348754883,0.0008959645056165755,-0.02386474609375,-0.0037935981526970863,0.1,0.3,0.0,0.023651123046875,-0.037935979664325714,0.8528444766998291,1.9855775833129883,240.0,0.008273239930470784,-0.003052081912755966,0.23327064514160156,-0.01308913342654705,0.001
8192,-1.223785638809204,0.011435267515480518,-0.02099609375,-0.003944766242057085,0.1,0.4,0.0,0.02099609375,-0.039447661489248276,0.8465558290481567,0.9156656265258789,240.0,0.0038152734438578286,-0.0035078544169664383,0.19846774637699127,-0.013196932151913643,0.001
10240,-1.4655191898345947,0.0011849079746752977,-0.01263427734375,-0.00345597043633461,0.1,0.5,0.0,0.01251220703125,-0.0345597043633461,0.8455544710159302,0.4615301489830017,240.0,0.0019230422874291738,-0.0020873025059700012,0.1317881941795349,-0.013139139860868454,0.001
12288,-1.0617082118988037,0.0017151698702946305,-0.010009765625,-0.00522212591022253,0.1,0.6,0.0,0.010009765625,-0.052221257239580154,0.8423015475273132,0.31200599670410156,240.0,0.0013000249862670898,-0.003502798266708851,0.10338636487722397,-0.013119465671479702,0.001
14336,-0.47121939063072205,0.0032155709341168404,-0.00689697265625,-0.0057015023194253445,0.1,0.7,0.0,0.00689697265625,-0.05701502040028572,0.8340489864349365,0.23384793102741241,240.0,0.0009743663792808851,-0.00431709922850132,0.07976256310939789,-0.013024963438510895,0.001
16384,1.0174221992492676,0.015272830612957478,-0.00732421875,-0.008826675824820995,0.1,0.8,0.0,0.00732421875,-0.0882667526602745,0.8328102827072144,0.1843060851097107,240.0,0.0007679420212904612,-0.002475261688232422,0.07724732160568237,-0.012967806309461594,0.001
18432,1.4090321063995361,0.015829842537641525,-0.00482177734375,-0.01059311255812645,0.1,0.9,0.0,0.0047607421875,-0.1059311181306839,0.8333391547203064,0.14933423697948456,240.0,0.000622225987414519,-0.001357988454401493,0.07025972753763199,-0.012860503047704697,0.001
20480,2.2873640060424805,0.02263077348470688,-0.0047607421875,-0.012297611683607101,0.1,1.0,0.0,0.0047607421875,-0.12297610938549042,0.8288958072662354,0.1392328143119812,240.0,0.0005801367262999217,-0.0032796990126371384,0.07584293186664581,-0.012816617265343666,0.001
22528,3.881232738494873,0.033984240144491196,-0.003662109375,-0.015563828870654106,0.1,0.9277434863285529,0.0,0.003662109375,-0.15563827753067017,0.8265724182128906,0.12627039849758148,240.0,0.0005261266604065895,-0.00214216485619545,0.058652013540267944,-0.012752838432788849,0.001
24576,3.958644390106201,0.0372745618224144,-0.00634765625,-0.017713751643896103,0.1,0.8607079764250578,0.0,0.00628662109375,-0.17713749408721924,0.8333231806755066,0.11513415724039078,240.0,0.0004797256551682949,0.00017529912292957306,0.0979754850268364,-0.012481149286031723,0.001
26624,4.91486930847168,0.041571244597435,-0.003173828125,-0.020235996693372726,0.1,0.7985162187593771,0.0,0.003173828125,-0.20235997438430786,0.8307778835296631,0.0991450622677803,240.0,0.00041310442611575127,-0.0015913061797618866,0.08236484974622726,-0.012501964345574379,0.001
28672,5.189851760864258,0.044146787375211716,-0.00360107421875,-0.02148132398724556,0.1,0.7408182206817179,0.0,0.00360107421875,-0.214813232421875,0.8221808075904846,0.0813668742775917,240.0,0.0003390286428232988,-0.0019999779760837555,0.0662812888622284,-0.012394262477755547,0.001
30720,4.97892951965332,0.046588316559791565,-0.0076904296875,-0.02229432202875614,0.1,0.6872892787909722,0.0,0.007659912109375,-0.22294321656227112,0.825041651725769,0.08015929162502289,240.0,0.00033399704843759535,-0.0016846675425767899,0.1326693892478943,-0.012401057407259941,0.001
32768,5.712650775909424,0.05048946291208267,-0.005859375,-0.022797437384724617,0.1,0.6376281516217733,0.0,0.005828857421875,-0.22797435522079468,0.8219872713088989,0.06617416441440582,240.0,0.00027572568506002427,-0.0008476767688989639,0.10716216266155243,-0.012467479333281517,0.001
34816,4.961997032165527,0.04859226197004318,-0.00982666015625,-0.021818239241838455,0.1,0.5915553643668151,0.0,0.009735107421875,-0.21818238496780396,0.820095419883728,0.06692135334014893,240.0,0.0002788389722506205,-0.0012229476124048233,0.15609058737754822,-0.012441308237612247,0.001
