step,episode_reward_mean,reward_goal,reward_collision,reward_guide,guidance_lambda,residual_beta,success_rate,collision_rate,action_alignment,path_length,sparse_edges,full_graph_edges,communication_ratio,loss_objective,loss_critic,loss_entropy,lambda_comm,lambda_u,lambda_rank,utility_warmup_steps,utility_mean,utility_std,gate_mass,utility_corr,comm_precision,cud,utility_loss
30720,4.838849067687988,0.04140458256006241,-0.00360107421875,0.008400164544582367,0.1,0.6872892787909722,0.0,0.00360107421875,0.08400165289640427,0.7971611022949219,1.974470853805542,240.0,0.008226961890856425,-0.0023538265377283096,0.11721915751695633,-0.01293864380568266,5e-05,0.5,0.1,20000.0,0.30622562766075134,0.03948212042450905,2.0156733989715576,0.2732316851615906,0.0,0.3626726567745209,0.06418126821517944
32768,5.463200569152832,0.0458550751209259,-0.003173828125,0.008360886946320534,0.1,0.6376281516217733,0.0,0.003173828125,0.08360887318849564,0.7919530272483826,1.5487290620803833,240.0,0.006453037758668264,-0.0018842942081391811,0.10618041455745697,-0.012799178250133991,5e-05,0.5,0.1,20000.0,0.31902170181274414,0.047702863812446594,1.307342767715454,0.17723985016345978,0.0,0.31444740295410156,0.055859338492155075
34816,5.854948997497559,0.049159757792949677,-0.00341796875,0.00867925863713026,0.1,0.5915553643668151,0.0,0.00341796875,0.08679258823394775,0.7911698818206787,1.274922251701355,240.0,0.005312176048755645,-0.0015539396554231644,0.12774235010147095,-0.012657992541790009,5e-05,0.5,0.1,20000.0,0.29900071024894714,0.06627161800861359,1.1376821994781494,0.22321100533008575,0.0,0.2816077768802643,0.06795966625213623
36864,6.004188537597656,0.04879981279373169,-0.00189208984375,0.008660409599542618,0.1,0.5488116360940264,0.0,0.00189208984375,0.08660408854484558,0.7854769229888916,1.071656584739685,240.0,0.004465235769748688,-0.0012862072326242924,0.12877169251441956,-0.012740129604935646,5e-05,0.5,0.1,20000.0,0.3476434051990509,0.052167050540447235,1.0427465438842773,0.305171936750412,0.0,0.37447938323020935,0.08396513760089874
38912,6.048953056335449,0.0522623285651207,-0.0050048828125,0.009161442518234253,0.1,0.5091564206075492,0.0,0.0050048828125,0.09161441773176193,0.7843796014785767,1.086738109588623,240.0,0.004528075456619263,-0.0014178883284330368,0.16126877069473267,-0.01257223542779684,5e-05,0.5,0.1,20000.0,0.3747200667858124,0.05111244320869446,1.0960171222686768,0.2754612863063812,0.0,0.37465381622314453,0.07797360420227051
40960,6.61113166809082,0.057447806000709534,-0.00579833984375,0.00913231074810028,0.1,0.4723665527410147,0.0,0.00579833984375,0.09132310003042221,0.7808927297592163,0.9620926976203918,240.0,0.004008719573418299,0.00017993152141571045,0.1869012862443924,-0.012510545551776886,5e-05,0.5,0.1,20000.0,0.3870883285999298,0.049302227795124054,0.8776079416275024,0.26476696133613586,0.0,0.3883418142795563,0.08862161636352539
43008,6.753820419311523,0.05789117515087128,-0.005126953125,0.010709107853472233,0.1,0.4382349924649492,0.0,0.005126953125,0.10709106922149658,0.7775356769561768,0.9050029516220093,240.0,0.003770845631758372,-0.0017598289996385574,0.1596245914697647,-0.01245221495628357,5e-05,0.5,0.1,20000.0,0.4103281795978546,0.0356999933719635,0.9323439002037048,0.16327418386936188,0.0,0.45834559202194214,0.11664322018623352
45056,6.688536643981934,0.055611129850149155,-0.00335693359375,0.009989937767386436,0.1,0.40656965974059917,0.0,0.00335693359375,0.09989936649799347,0.7719216346740723,0.8473665118217468,240.0,0.0035306937992572785,-0.0028355177491903305,0.12345008552074432,-0.012543050572276115,5e-05,0.5,0.1,20000.0,0.42134127020835876,0.03268936276435852,0.8275112509727478,0.12449721246957779,0.0,0.4121595025062561,0.10321761667728424
47104,7.936365604400635,0.06529875099658966,-0.0032958984375,0.009629033505916595,0.1,0.3771923535631569,0.0,0.003265380859375,0.09629033505916595,0.7698850631713867,0.7691599130630493,240.0,0.003204832971096039,-0.001074858009815216,0.20454654097557068,-0.01241857185959816,5e-05,0.5,0.1,20000.0,0.4380377531051636,0.03707075119018555,0.668292760848999,0.3334845006465912,0.0,0.5223391056060791,0.11328737437725067
49152,8.021517753601074,0.0678560882806778,-0.00518798828125,0.0078048380091786385,0.1,0.34993774911115544,0.0,0.00518798828125,0.07804837822914124,0.7678582668304443,0.7487669587135315,240.0,0.0031198623279730477,-0.0022796988487243652,0.2736147344112396,-0.01254294067621231,5e-05,0.5,0.1,20000.0,0.41953617334365845,0.07102690637111664,0.7843973636627197,0.24584917724132538,0.0,0.3972666263580322,0.1014735996723175
51200,7.566007137298584,0.06332085281610489,-0.00421142578125,0.007399952970445156,0.1,0.32465246735834974,0.0,0.00421142578125,0.07399952411651611,0.7662951946258545,0.6866029500961304,240.0,0.0028608456254005433,-0.001912679523229599,0.1890043318271637,-0.01243238802999258,5e-05,0.5,0.1,20000.0,0.4195908308029175,0.08813539892435074,0.72075355052948,0.22735847532749176,0.0,0.4010007083415985,0.10502687096595764
53248,7.790898323059082,0.06507782638072968,-0.00421142578125,0.009616896510124207,0.1,0.301194211912202,0.0,0.00421142578125,0.09616895020008087,0.7597043514251709,0.6677095890045166,240.0,0.002782123287518819,-0.002605173736810684,0.18260444700717926,-0.012463688850402832,5e-05,0.5,0.1,20000.0,0.4037293791770935,0.10510949790477753,0.5415945053100586,0.16381371021270752,0.0,0.39148175716400146,0.10023599117994308
55296,6.971606731414795,0.058860208839178085,-0.00439453125,0.007450859993696213,0.1,0.27943096822140734,0.0,0.00439453125,0.07450859248638153,0.75704026222229,0.6345387697219849,240.0,0.00264391154050827,-0.001530015841126442,0.21701133251190186,-0.012422367930412292,5e-05,0.5,0.1,20000.0,0.40146902203559875,0.1044575572013855,0.6669864058494568,0.17878471314907074,0.0,0.3799901008605957,0.09808196872472763
57344,7.482076168060303,0.062237899750471115,-0.0037841796875,0.0058802347630262375,0.1,0.2592402606458915,0.0,0.0037841796875,0.058802347630262375,0.7493984699249268,0.5677667856216431,240.0,0.0023656949400901795,-0.0008838847279548645,0.2158651053905487,-0.012445466592907906,5e-05,0.5,0.1,20000.0,0.39000266790390015,0.09162455797195435,0.5733073949813843,0.15032552182674408,0.0,0.31314292550086975,0.09568551927804947
59392,7.0399956703186035,0.05908931791782379,-0.00408935546875,0.006836200598627329,0.1,0.24050846320834218,0.0,0.00408935546875,0.06836200505495071,0.7486469745635986,0.5976934432983398,240.0,0.002490389347076416,-0.0019316067919135094,0.19524288177490234,-0.012344148941338062,5e-05,0.5,0.1,20000.0,0.43827903270721436,0.06611329317092896,0.586402177810669,-0.061025913804769516,0.0,0.3677982985973358,0.13531354069709778
61440,8.11959457397461,0.06691333651542664,-0.00347900390625,0.009193061850965023,0.1,0.22313016014842982,0.0,0.00347900390625,0.09193062037229538,0.7481313943862915,0.47921109199523926,240.0,0.001996712883313497,-0.002192058600485325,0.21688567101955414,-0.01241194736212492,5e-05,0.5,0.1,20000.0,0.42575734853744507,0.09108772873878479,0.5614211559295654,0.21032051742076874,0.0,0.40174803137779236,0.10473071038722992
63488,7.244978904724121,0.061179034411907196,-0.00457763671875,0.007170530967414379,0.1,0.2070075526811526,0.0,0.0045166015625,0.07170530408620834,0.7359400987625122,0.5026067495346069,240.0,0.0020941947897275288,-0.0007095150649547577,0.17997750639915466,-0.012376595288515091,5e-05,0.5,0.1,20000.0,0.4346839487552643,0.1143244132399559,0.5310274362564087,0.22966216504573822,0.0,0.45857512950897217,0.11163372546434402
65536,6.907488822937012,0.056223053485155106,-0.00225830078125,0.005299114156514406,0.1,0.19204990862075408,0.0,0.00225830078125,0.05299114063382149,0.7280235290527344,0.42434194684028625,240.0,0.0017680914451678595,-0.0010082237422466278,0.10938078910112381,-0.012171711772680283,5e-05,0.5,0.1,20000.0,0.5102452635765076,0.13021968305110931,0.43214184045791626,0.27722346782684326,0.0,0.4915904402732849,0.13120821118354797
67584,7.900733947753906,0.06526452302932739,-0.0035400390625,0.005022705532610416,0.1,0.17817305177289844,0.0,0.0035400390625,0.050227053463459015,0.7304979562759399,0.41195327043533325,240.0,0.001716471960147222,-0.0011367960833013058,0.13036185503005981,-0.01214645430445671,5e-05,0.5,0.1,20000.0,0.5427131056785583,0.08188436925411224,0.42435407638549805,0.10784406960010529,0.0,0.6082811951637268,0.13707636296749115
69632,7.335949897766113,0.06109629198908806,-0.0037841796875,0.005974961444735527,0.1,0.16529888822158656,0.0,0.0037841796875,0.05974961444735527,0.7267611622810364,0.35779938101768494,240.0,0.0014908307542403538,-0.0032295361161231995,0.1134105771780014,-0.012164680287241936,5e-05,0.5,0.1,20000.0,0.5711476802825928,0.09588340669870377,0.40007245540618896,0.37262600660324097,0.0,0.6443274617195129,0.11304143071174622
71680,7.166857719421387,0.062216658145189285,-0.0062255859375,0.0029972263146191835,0.1,0.15335496684492847,0.0,0.0062255859375,0.029972262680530548,0.7224146127700806,0.36363381147384644,240.0,0.0015151408811410268,-0.0019161459058523178,0.11693711578845978,-0.012120315805077553,5e-05,0.5,0.1,20000.0,0.5554180145263672,0.12782235443592072,0.34094560146331787,0.4295327663421631,0.0,0.6020131707191467,0.1289518177509308
73728,7.589129447937012,0.0627690777182579,-0.00347900390625,0.004962886683642864,0.1,0.14227407158651353,0.0,0.00347900390625,0.04962886869907379,0.720142126083374,0.32442301511764526,240.0,0.0013517625629901886,-0.0021320991218090057,0.13035503029823303,-0.012049265205860138,5e-05,0.5,0.1,20000.0,0.5730624198913574,0.14473386108875275,0.3658519983291626,0.35248222947120667,0.0,0.6008906960487366,0.13342119753360748
75776,8.064777374267578,0.06611886620521545,-0.00311279296875,0.007871629670262337,0.1,0.13199384318783017,0.0,0.00311279296875,0.07871629297733307,0.7180060744285583,0.3235209286212921,240.0,0.0013480038692553838,-0.0006978344172239304,0.13582192361354828,-0.012079436331987381,5e-05,0.5,0.1,20000.0,0.5278193354606628,0.1289069801568985,0.3338181972503662,0.31692948937416077,0.0,0.5701266527175903,0.14926092326641083
77824,7.722867012023926,0.06241009384393692,-0.0020751953125,0.005691024474799633,0.1,0.12245642825298195,0.0,0.0020751953125,0.05691023916006088,0.7150862216949463,0.3330216705799103,240.0,0.0013875902940829596,1.6512349247932434e-05,0.09182164072990417,-0.012140893377363682,5e-05,0.5,0.1,20000.0,0.5388965606689453,0.1596093773841858,0.3184572458267212,0.4727579355239868,0.0,0.5795380473136902,0.11816911399364471
79872,7.227836608886719,0.05842060223221779,-0.001953125,0.003287685103714466,0.1,0.11360815367076377,0.0,0.001953125,0.03287684917449951,0.7132525444030762,0.30571097135543823,240.0,0.0012737957139809927,-0.0007170713506639004,0.07666419446468353,-0.012149754911661148,5e-05,0.5,0.1,20000.0,0.5451465249061584,0.1622222512960434,0.3039313554763794,0.39057719707489014,0.0,0.5682088732719421,0.11668311059474945
81920,7.080494403839111,0.05690327659249306,-0.0015869140625,0.004114248789846897,0.1,0.10539922456186433,0.0,0.0015869140625,0.041142482310533524,0.7117422819137573,0.30484387278556824,240.0,0.001270182803273201,0.00012541702017188072,0.06454826146364212,-0.011993969790637493,5e-05,0.5,0.1,20000.0,0.5038238763809204,0.11955584585666656,0.2704235315322876,0.48056501150131226,0.0,0.5487596988677979,0.11522483825683594
83968,8.158307075500488,0.06550679355859756,-0.00177001953125,0.006222577765583992,0.1,0.09778344405135005,0.0,0.00177001953125,0.06222577765583992,0.7059874534606934,0.2817188799381256,240.0,0.0011738286664088567,-0.0013644639402627945,0.09185238927602768,-0.011964183300733566,5e-05,0.5,0.1,20000.0,0.5554620623588562,0.0917583480477333,0.2847273349761963,0.44003206491470337,0.0,0.5697880387306213,0.11479449272155762
86016,8.129528045654297,0.0665636882185936,-0.0030517578125,0.00675627775490284,0.1,0.09071795328941247,0.0,0.0030517578125,0.0675627738237381,0.6992156505584717,0.2756803333759308,240.0,0.001148668055733045,7.327646017074585e-05,0.11668863892555237,-0.01190950721502304,5e-05,0.5,0.1,20000.0,0.5477769374847412,0.08240676671266556,0.28735631704330444,0.38008925318717957,0.0,0.5693326592445374,0.12072810530662537
88064,8.422618865966797,0.0665341392159462,-0.000732421875,0.0074472855776548386,0.1,0.0841629902573104,0.0,0.000732421875,0.07447285950183868,0.7023847103118896,0.25414955615997314,240.0,0.0010589564839998881,-0.00014139525592327118,0.2461071014404297,-0.01184761431068182,5e-05,0.5,0.1,20000.0,0.4951482117176056,0.10177965462207794,0.2423093467950821,0.42854443192481995,0.0,0.41606244444847107,0.10635896027088165
90112,8.403217315673828,0.06778635829687119,-0.00213623046875,0.007377953734248877,0.1,0.07808166600115317,0.0,0.00213623046875,0.07377953827381134,0.7057701945304871,0.2598211169242859,240.0,0.0010825879871845245,-0.002653874456882477,0.17434382438659668,-0.011856038123369217,5e-05,0.5,0.1,20000.0,0.4820705056190491,0.07877018302679062,0.21826331317424774,0.3531312048435211,0.0,0.451023131608963,0.14521722495555878
92160,8.594408988952637,0.06903591752052307,-0.00189208984375,0.007655151188373566,0.1,0.07243975703425146,0.0,0.00189208984375,0.07655151188373566,0.6985012888908386,0.2301182746887207,240.0,0.0009588261445363362,0.0006541088223457336,0.35717451572418213,-0.011886141262948513,5e-05,0.5,0.1,20000.0,0.47366097569465637,0.12117502838373184,0.2186429500579834,0.4957091212272644,0.0,0.4304714500904083,0.1293243169784546
94208,8.239370346069336,0.06858150660991669,-0.00421142578125,0.005557693541049957,0.1,0.06720551273974976,0.0,0.004119873046875,0.055576927959918976,0.6995754241943359,0.2308189570903778,240.0,0.0009617456545432409,-0.0026489468291401863,0.42875936627388,-0.011986571364104748,5e-05,0.5,0.1,20000.0,0.5440821051597595,0.11637149751186371,0.20141395926475525,0.47087371349334717,0.0,0.467838853597641,0.12891201674938202
96256,8.097939491271973,0.06643898040056229,-0.003173828125,0.004067495930939913,0.1,0.0623494766896734,0.0,0.003173828125,0.04067495837807655,0.7007980942726135,0.24950948357582092,240.0,0.0010396228482325873,-0.0009707063436508179,0.32578742504119873,-0.01188805140554905,5e-05,0.5,0.1,20000.0,0.5065010190010071,0.15775489807128906,0.24532246589660645,0.5380511283874512,0.0,0.44389015436172485,0.12481214106082916
98304,8.014625549316406,0.06505566835403442,-0.00244140625,0.004971247166395187,0.1,0.057844320874838484,0.0,0.00244140625,0.049712471663951874,0.7024645805358887,0.2230823040008545,240.0,0.0009295096000035604,-0.000790819525718689,0.29118812084198,-0.01184923481196165,5e-05,0.5,0.1,20000.0,0.5369791984558105,0.14406388998031616,0.18915149569511414,0.533621609210968,0.0,0.4826923906803131,0.1330537497997284
100352,7.609543323516846,0.06231820955872536,-0.00286865234375,0.005847438238561153,0.1,0.053664691912730135,0.0,0.00286865234375,0.05847438424825668,0.6966608762741089,0.21708926558494568,240.0,0.0009045386066039403,-0.0014128191396594048,0.2894069254398346,-0.011684548109769821,5e-05,0.5,0.1,20000.0,0.5151107311248779,0.159082293510437,0.20967067778110504,0.5840038061141968,0.0,0.5168097615242004,0.12414397299289703
102400,8.321367263793945,0.0667807012796402,-0.00177001953125,0.0058214012533426285,0.1,0.049787068367863944,0.0,0.00177001953125,0.058214008808135986,0.6979877948760986,0.21204359829425812,240.0,0.0008835149928927422,-0.0010642334818840027,0.22403860092163086,-0.011616144329309464,5e-05,0.5,0.1,20000.0,0.5186141133308411,0.199867382645607,0.17780929803848267,0.4099152684211731,0.0,0.435661643743515,0.1255594789981842
