step,episode_reward_mean,loss_objective,loss_critic,loss_entropy
2048,-5.68975830078125,-0.003362049348652363,0.24556028842926025,-0.013427309691905975
4096,-4.355920791625977,-0.0033289212733507156,0.23332881927490234,-0.013495027087628841
6144,-3.937291383743286,-0.00202017929404974,0.18183684349060059,-0.01354324072599411
8192,-2.791470527648926,-0.0022304411977529526,0.1554066240787506,-0.013558338396251202
10240,-1.16293466091156,-0.0031929793767631054,0.15269267559051514,-0.013480545952916145
12288,-1.1973447799682617,-0.0028612911701202393,0.1116705983877182,-0.013532796874642372
14336,-1.0182989835739136,-0.005312527529895306,0.10735771059989929,-0.013518324121832848
16384,0.7658048868179321,-0.004009334370493889,0.0743585005402565,-0.013454686850309372
18432,1.7890113592147827,-0.0025085527449846268,0.07531832903623581,-0.013341739773750305
20480,1.6056151390075684,-0.0029427167028188705,0.04520261287689209,-0.01335308887064457
22528,2.4853057861328125,-0.0037859342992305756,0.05781276524066925,-0.013299470767378807
24576,3.6877799034118652,-0.002326665446162224,0.06682369858026505,-0.013277321122586727
26624,4.11777400970459,-0.0019324775785207748,0.06380319595336914,-0.013191533274948597
28672,4.326733589172363,-0.00021073035895824432,0.07751655578613281,-0.01313074305653572
30720,5.037260055541992,-0.001850362867116928,0.09222612529993057,-0.01298474334180355
32768,4.815253734588623,-0.002317652106285095,0.09651202708482742,-0.013011675328016281
34816,5.584860801696777,-0.0023656468838453293,0.13717906177043915,-0.012854713946580887
36864,6.390536308288574,-0.0004100557416677475,0.16043852269649506,-0.012828754261136055
38912,5.3615617752075195,-0.002170577645301819,0.18762823939323425,-0.012881908565759659
40960,6.065475940704346,-0.0007302798330783844,0.1708543449640274,-0.012787578627467155
43008,5.698591232299805,-0.0017862636595964432,0.1795414686203003,-0.012702062726020813
45056,5.982601165771484,-0.0014033745974302292,0.1400710642337799,-0.012667614966630936
47104,6.541068077087402,-0.0009777992963790894,0.15462683141231537,-0.012620530091226101
49152,5.826040267944336,-0.0012875627726316452,0.14427901804447174,-0.012572482228279114
51200,6.955556392669678,-0.0005925977602601051,0.13986192643642426,-0.012447296641767025
53248,6.602130889892578,-0.0025661131367087364,0.12082576751708984,-0.012432269752025604
55296,6.369505405426025,-0.0017259977757930756,0.08550744503736496,-0.01238368358463049
57344,6.320008754730225,-0.0012905485928058624,0.11622731387615204,-0.012214194051921368
59392,6.391506195068359,-0.0006184675730764866,0.09454111009836197,-0.012221748009324074
61440,5.920655250549316,-0.0023140273988246918,0.09101668745279312,-0.012234699912369251
63488,6.488676071166992,-0.0015955762937664986,0.11901825666427612,-0.012185821309685707
65536,6.865555286407471,-7.347855716943741e-05,0.11125931143760681,-0.01230834610760212
67584,6.359399795532227,0.0005647148936986923,0.11307556927204132,-0.012189162895083427
69632,7.514854431152344,-0.0008032545447349548,0.13963106274604797,-0.012119666673243046
71680,7.34870719909668,-0.00022460706532001495,0.12665484845638275,-0.012170816771686077
73728,7.366936206817627,-0.0013710111379623413,0.13298271596431732,-0.012033769860863686
75776,7.599298000335693,-0.0008772602304816246,0.2017597258090973,-0.01188656222075224
77824,7.190360069274902,-0.0006667617708444595,0.10618345439434052,-0.012011144310235977
79872,7.0274248123168945,-0.0004299944266676903,0.1438414752483368,-0.011990886181592941
81920,7.092859268188477,-0.001100141555070877,0.15095028281211853,-0.01209131721407175
83968,7.535011291503906,-0.0008702334016561508,0.15359774231910706,-0.011952375993132591
86016,7.456416130065918,-0.0009752456098794937,0.17402973771095276,-0.01183331198990345
88064,8.14566421508789,-0.0014684870839118958,0.2374073565006256,-0.011774890124797821
90112,8.192778587341309,-0.001203799620270729,0.3060675859451294,-0.011807732284069061
92160,8.466325759887695,-0.0005793571472167969,0.20506149530410767,-0.011924196034669876
94208,7.703575611114502,-0.0014699995517730713,0.28246551752090454,-0.011774064972996712
96256,8.043447494506836,-0.00022752024233341217,0.15475718677043915,-0.01177937351167202
98304,7.1178741455078125,-0.00024046655744314194,0.1365620493888855,-0.011678745970129967
100352,7.475217819213867,-0.001666288822889328,0.1410183608531952,-0.01185857318341732
102400,7.615109443664551,-0.00014980696141719818,0.14873006939888,-0.01176529936492443
