step,communication_cost,communication_ratio,sparse_edges,full_graph_edges
2048,227.6826171875,0.9486775716145833,227.6826171875,240.0
4096,225.6962890625,0.9404012044270833,225.6962890625,240.0
6144,218.953125,0.9123046875,218.953125,240.0
8192,210.984375,0.8791015625,210.984375,240.0
10240,220.5048828125,0.9187703450520833,220.5048828125,240.0
12288,215.73828125,0.8989095052083333,215.73828125,240.0
14336,221.9892578125,0.9249552408854167,221.9892578125,240.0
16384,221.611328125,0.9233805338541666,221.611328125,240.0
18432,225.404296875,0.9391845703125,225.404296875,240.0
20480,228.3974609375,0.9516560872395833,228.3974609375,240.0
22528,233.8740234375,0.97447509765625,233.8740234375,240.0
24576,235.3154296875,0.98048095703125,235.3154296875,240.0
26624,235.517578125,0.9813232421875,235.517578125,240.0
28672,235.7939453125,0.9824747721354167,235.7939453125,240.0
30720,238.138671875,0.9922444661458333,238.138671875,240.0
32768,236.56640625,0.985693359375,236.56640625,240.0
34816,238.12109375,0.9921712239583333,238.12109375,240.0
36864,238.251953125,0.9927164713541666,238.251953125,240.0
38912,238.5634765625,0.9940144856770833,238.5634765625,240.0
40960,238.619140625,0.9942464192708333,238.619140625,240.0
43008,238.060546875,0.9919189453125,238.060546875,240.0
45056,238.45703125,0.9935709635416666,238.45703125,240.0
47104,238.9638671875,0.9956827799479167,238.9638671875,240.0
49152,238.623046875,0.9942626953125,238.623046875,240.0
51200,238.0478515625,0.9918660481770833,238.0478515625,240.0
53248,238.98828125,0.9957845052083333,238.98828125,240.0
55296,238.3779296875,0.9932413736979167,238.3779296875,240.0
57344,239.0810546875,0.9961710611979167,239.0810546875,240.0
59392,238.7470703125,0.9947794596354167,238.7470703125,240.0
61440,238.728515625,0.9947021484375,238.728515625,240.0
63488,239.2177734375,0.99674072265625,239.2177734375,240.0
65536,239.1474609375,0.99644775390625,239.1474609375,240.0
67584,238.873046875,0.9953043619791667,238.873046875,240.0
69632,238.9736328125,0.9957234700520833,238.9736328125,240.0
71680,239.115234375,0.9963134765625,239.115234375,240.0
73728,238.8037109375,0.9950154622395834,238.8037109375,240.0
75776,239.322265625,0.9971761067708333,239.322265625,240.0
77824,238.3583984375,0.9931599934895833,238.3583984375,240.0
79872,238.857421875,0.9952392578125,238.857421875,240.0
81920,238.751953125,0.9947998046875,238.751953125,240.0
83968,238.71875,0.9946614583333333,238.71875,240.0
86016,239.16796875,0.996533203125,239.16796875,240.0
88064,238.826171875,0.9951090494791667,238.826171875,240.0
90112,239.2373046875,0.9968221028645833,239.2373046875,240.0
92160,239.1435546875,0.9964314778645833,239.1435546875,240.0
94208,238.6572265625,0.9944051106770834,238.6572265625,240.0
96256,238.365234375,0.9931884765625,238.365234375,240.0
98304,239.064453125,0.9961018880208333,239.064453125,240.0
100352,238.1923828125,0.99246826171875,238.1923828125,240.0
102400,238.26171875,0.9927571614583334,238.26171875,240.0
