method,n_seeds,success_mean,success_std,comm_mean,comm_std,cei_mean,cei_std,utility_corr_mean,utility_corr_std,comm_precision_mean,comm_precision_std
gat,5,0.02036,0.008998499874979164,38.79878,1.9907580659135862,0.0005289374905462712,0.00023985971731147482,,,,
dsgf,5,0.04012,0.01680035713906106,39.273900000000005,1.9197721557518241,0.0010300222029386821,0.0004605956657182175,,,,
ac_dsgf,5,0.039520000000000007,0.00832868537045313,0.43271999999999994,0.09265477321757362,0.09257082015697528,0.019156233385790665,,,,
ac_dsgf_pp,5,0.0337784375,0.008527010193029632,2.5636739021767676,1.0535025968805627,0.020181996318660377,0.021943569597186807,0.34311672,0.16727746105256383,0.0,0.0
