step,episode_reward_mean,reward_goal,reward_collision,reward_guide,guidance_lambda,residual_beta,success_rate,collision_rate,action_alignment,path_length,sparse_edges,full_graph_edges,communication_ratio,loss_objective,loss_critic,loss_entropy,lambda_comm,lambda_u,lambda_rank,lambda_budget,target_comm,utility_warmup_steps,utility_mean,utility_std,gate_mass,utility_corr,comm_precision,cud,utility_loss
2048,-1.0384328365325928,-0.006892053410410881,-0.001220703125,-0.0045035164803266525,0.1,0.5,0.0,0.001220703125,-0.045035164803266525,0.8604239821434021,0.5820279121398926,12.0,0.048502326011657715,-0.008545974269509315,0.019353415817022324,-0.012784762308001518,0.0,0.5,0.1,0.0,0.5,5000.0,0.37875503301620483,0.014833283610641956,0.5947108268737793,0.016792936250567436,0.0,0.028395872563123703,0.10345307737588882
4096,-2.2429792881011963,-0.0004334327531978488,-0.01708984375,-0.0023054545745253563,0.1,1.0,0.0,0.016845703125,-0.023054547607898712,0.8601635694503784,0.9282326698303223,12.0,0.07735272248586018,-0.004598518833518028,0.20933756232261658,-0.013027017004787922,0.0,0.5,0.1,0.0,0.5,5000.0,0.1309564858675003,0.02862599492073059,1.2077685594558716,0.2667892575263977,0.0,0.026941459625959396,0.008450459688901901
6144,-0.45434272289276123,0.002309822477400303,-0.005859375,-0.0013340357691049576,0.1,0.6872892787909722,0.0,0.005859375,-0.013340354897081852,0.8546817302703857,0.47847163677215576,12.0,0.03987263639767965,-0.004822138696908951,0.05458495020866394,-0.013057621195912361,0.0,0.5,0.1,0.05,0.5,5000.0,0.029629116877913475,0.018048075959086418,0.4232881963253021,-0.49012991786003113,0.0,0.08660068362951279,0.0018165400251746178
8192,-0.9044965505599976,0.005140651483088732,-0.01220703125,-0.002937309443950653,0.1,0.4723665527410147,0.0,0.01220703125,-0.02937309257686138,0.83879554271698,0.4963777959346771,12.0,0.04136481632788976,-0.002416375558823347,0.13442665338516235,-0.013210000470280647,0.0,0.5,0.1,0.05,0.5,5000.0,0.01836169697344303,0.008506189100444317,0.5966086983680725,-0.17105364799499512,0.0,0.24417951703071594,0.026548873633146286
10240,0.7740030884742737,0.00946486834436655,-0.00341796875,0.0013135068584233522,0.1,0.32465246735834974,0.0,0.00341796875,0.013135066255927086,0.8343938589096069,0.5363661050796509,12.0,0.04469717542330424,-0.006523392163217068,0.048460327088832855,-0.01278279721736908,0.0,0.5,0.1,0.05,0.5,5000.0,0.03283438831567764,0.01006649062037468,0.5483031272888184,0.15702690184116364,0.0,0.18356597423553467,0.00988893210887909
12288,0.550491452217102,0.00967180822044611,-0.00537109375,0.0028980064671486616,0.1,0.22313016014842982,0.0,0.00537109375,0.028980065137147903,0.8314467668533325,0.47027701139450073,12.0,0.039189750949541725,-0.00471300445497036,0.04491772502660751,-0.013090113177895546,0.0,0.5,0.1,0.05,0.5,5000.0,0.04631029814481735,0.013661840930581093,0.4787942171096802,0.04612252488732338,0.0,0.22731687128543854,0.014095722697675228
14336,-0.36457788944244385,0.017415406182408333,-0.020263671875,0.002072019036859274,0.1,0.15335496684492847,0.0,0.019775390625,0.020720187574625015,0.8297885656356812,0.41740158200263977,12.0,0.03478346516688665,-0.0005786996334791183,0.1987144500017166,-0.013016629964113235,0.0,0.5,0.1,0.05,0.5,5000.0,0.06233816593885422,0.012159931473433971,0.3698245882987976,0.06964342296123505,0.0,0.2274586409330368,0.01515401341021061
16384,0.3518062233924866,0.016908641904592514,-0.01416015625,0.005180553533136845,0.1,0.10539922456186433,0.0,0.01416015625,0.051805540919303894,0.8185038566589355,0.4962475895881653,12.0,0.04135396579901377,-0.0039107417687773705,0.14939060807228088,-0.012868780642747879,0.0,0.5,0.1,0.05,0.5,5000.0,0.10867545753717422,0.021109063178300858,0.4901731312274933,0.3414795696735382,0.0,0.2953561842441559,0.02896401472389698
18432,0.7608363032341003,0.016930364072322845,-0.010986328125,0.004505816847085953,0.1,0.07243975703425146,0.0,0.010986328125,0.04505816847085953,0.8145973682403564,0.5274192690849304,12.0,0.04395160575707754,-0.005384296178817749,0.14655286073684692,-0.012814776971936226,0.0,0.5,0.1,0.05,0.5,5000.0,0.16315607726573944,0.03010193258523941,0.43862223625183105,0.2779424786567688,0.0,0.3870028853416443,0.032863061875104904
20480,-0.8842701315879822,0.017993982881307602,-0.02490234375,0.002234953222796321,0.1,0.049787068367863944,0.0,0.0244140625,0.022349530830979347,0.8106289505958557,0.4639595150947571,12.0,0.03866329292456309,7.316470146179199e-06,0.27795886993408203,-0.013037147931754589,0.0,0.5,0.1,0.05,0.5,5000.0,0.2314385175704956,0.03343755006790161,0.4016605615615845,0.48450416326522827,0.0,0.4622785449028015,0.04795139282941818
