step,episode_reward_mean,reward_goal,reward_collision,reward_guide,guidance_lambda,residual_beta,success_rate,collision_rate,action_alignment,path_length,sparse_edges,full_graph_edges,communication_ratio,loss_objective,loss_critic,loss_entropy,lambda_comm,lambda_u,lambda_rank,utility_warmup_steps,utility_mean,utility_std,gate_mass,utility_corr,comm_precision,cud,utility_loss
2048,-7.686084270477295,-0.03685417398810387,-0.023193359375,-0.006104343570768833,0.1,0.1,0.0,0.0230712890625,-0.06104343384504318,0.8323928117752075,11.629634857177734,240.0,0.04845681190490723,-0.00030516181141138077,0.28813111782073975,-0.012866523116827011,0.0,0.5,0.1,20000.0,0.3864469826221466,0.018487289547920227,10.579879760742188,0.571285605430603,0.0,0.0,0.12246765196323395
4096,-8.577028274536133,-0.03642942011356354,-0.03057861328125,0.002620212733745575,0.1,0.2,0.0,0.03021240234375,0.0262021254748106,0.8306760787963867,13.798674583435059,240.0,0.057494477430979414,-0.0028298720717430115,0.3977939486503601,-0.012842370197176933,0.0,0.5,0.1,20000.0,0.14658896625041962,0.039928603917360306,12.176933288574219,0.19561941921710968,0.0,0.0,0.01930421218276024
6144,-7.575289726257324,-0.039589665830135345,-0.01959228515625,0.0007183827692642808,0.1,0.3,0.0,0.01947021484375,0.007183828391134739,0.8295857906341553,11.815692901611328,240.0,0.04923205375671387,-0.0021132081747055054,0.38793429732322693,-0.01304547768086195,0.0,0.5,0.1,20000.0,0.05200276896357536,0.03068535588681698,10.714441299438477,0.22135120630264282,0.0,0.0,0.0033510997891426086
8192,-7.1978559494018555,-0.035481296479701996,-0.020751953125,-0.0064841206185519695,0.1,0.4,0.0,0.020660400390625,-0.06484119594097137,0.8218536376953125,11.466175079345703,240.0,0.04777572949727376,-0.0024157706648111343,0.3788757920265198,-0.01313796080648899,0.0,0.5,0.1,20000.0,0.06310321390628815,0.042818207293748856,8.64375114440918,0.2655709683895111,0.0,0.0,0.006075234152376652
10240,-6.882745742797852,-0.042479947209358215,-0.01129150390625,-0.008778837509453297,0.1,0.5,0.0,0.01129150390625,-0.08778837323188782,0.8164191246032715,9.443729400634766,240.0,0.039348872502644856,-0.0009867195039987564,0.2781699597835541,-0.013259411789476871,0.0,0.5,0.1,20000.0,0.0674959197640419,0.040039580315351486,6.908084869384766,0.518134593963623,0.0,0.0,0.004067405592650175
12288,-3.899772882461548,-0.01905340515077114,-0.01141357421875,-0.01129232905805111,0.1,0.6,0.0,0.01141357421875,-0.11292329430580139,0.8094081878662109,10.204757690429688,240.0,0.0425198237101237,-0.0024557914584875107,0.2608950436115265,-0.013310831040143967,0.0,0.5,0.1,20000.0,0.0837642103433609,0.04160204157233238,7.791475772857666,0.6399362683296204,0.0,0.0,0.008641162887215614
14336,-4.198993682861328,-0.022184517234563828,-0.0106201171875,-0.00827028602361679,0.1,0.7,0.0,0.0106201171875,-0.08270284533500671,0.8056643605232239,11.383313179016113,240.0,0.04743047157923381,-0.0036960523575544357,0.2021045982837677,-0.013395635411143303,0.0,0.5,0.1,20000.0,0.11346931755542755,0.05011077970266342,8.30392837524414,0.5042391419410706,0.0,0.0,0.008068554103374481
16384,-1.1807293891906738,-0.0008626313647255301,-0.00836181640625,-0.007094021886587143,0.1,0.8,0.0,0.00823974609375,-0.07094021141529083,0.8021147847175598,12.355533599853516,240.0,0.05148138999938965,-0.0027736015617847443,0.13455480337142944,-0.013280194252729416,0.0,0.5,0.1,20000.0,0.08961673080921173,0.03479763865470886,9.832014083862305,0.029536625370383263,0.0416666679084301,0.0,0.008628247305750847
18432,-1.556870460510254,-0.007524379529058933,-0.004638671875,-0.00610175309702754,0.1,0.9,0.0,0.004638671875,-0.06101752817630768,0.792180061340332,10.290783882141113,240.0,0.04287826617558797,-0.00539519265294075,0.08117823302745819,-0.013352793641388416,0.0,0.5,0.1,20000.0,0.09128282219171524,0.01709677465260029,7.226048469543457,0.03465123474597931,0.0357142873108387,0.0,0.006029210053384304
20480,0.018598690629005432,0.0033801659010350704,-0.00323486328125,-0.004177799914032221,0.1,1.0,0.0,0.003204345703125,-0.041777998208999634,0.8001149892807007,8.818763732910156,240.0,0.036744848887125654,-0.0029899217188358307,0.05832955986261368,-0.013281799852848053,5e-05,0.5,0.1,20000.0,0.11010460555553436,0.010981542058289051,7.1654887199401855,0.04702429845929146,0.0,0.0,0.006842914503067732
22528,0.7946829795837402,0.00987057015299797,-0.003662109375,-0.002323184395208955,0.1,0.9277434863285529,0.0,0.00360107421875,-0.02323184534907341,0.7945528030395508,5.304115295410156,240.0,0.022100480397542317,-0.002770385704934597,0.06494422256946564,-0.013251202180981636,5e-05,0.5,0.1,20000.0,0.12673072516918182,0.011297606863081455,3.694568157196045,0.35715216398239136,0.0,0.0,0.009352648630738258
24576,1.8160133361816406,0.016079694032669067,-0.00189208984375,-0.0018607818055897951,0.1,0.8607079764250578,0.0,0.001861572265625,-0.018607817590236664,0.7920789122581482,3.4571022987365723,240.0,0.014404592911402385,-0.00214349664747715,0.040048375725746155,-0.013261177577078342,5e-05,0.5,0.1,20000.0,0.15815065801143646,0.01587512716650963,3.0772881507873535,0.06547842174768448,0.0,0.0,0.009922126308083534
26624,2.594409942626953,0.02258816361427307,-0.0023193359375,-9.670025610830635e-05,0.1,0.7985162187593771,0.0,0.0023193359375,-0.0009670036379247904,0.785426139831543,2.467224597930908,240.0,0.010280102491378784,-0.0032603200525045395,0.05995951592922211,-0.013114232569932938,5e-05,0.5,0.1,20000.0,0.17082755267620087,0.018080759793519974,2.4070138931274414,0.13193580508232117,0.0,0.0,0.016470037400722504
28672,4.251823425292969,0.03700154647231102,-0.0037841796875,-0.0013520857319235802,0.1,0.7408182206817179,0.0,0.003753662109375,-0.013520858250558376,0.7768846154212952,1.8723959922790527,240.0,0.007801649967829386,-0.003024092875421047,0.08428498357534409,-0.012962788343429565,5e-05,0.5,0.1,20000.0,0.23936820030212402,0.03077452816069126,2.068561553955078,0.4319096803665161,0.0,0.0,0.025305934250354767
30720,4.257486343383789,0.03716786205768585,-0.00390625,-0.001783287967555225,0.1,0.6872892787909722,0.0,0.00390625,-0.017832878977060318,0.7813373804092407,1.382402777671814,240.0,0.005760011573632558,-0.0023195669054985046,0.09001273661851883,-0.013166499324142933,5e-05,0.5,0.1,20000.0,0.2338070422410965,0.05885676294565201,1.5533289909362793,0.47353893518447876,0.0,0.0,0.020753629505634308
