step,episode_reward_mean,reward_goal,reward_collision,reward_guide,guidance_lambda,residual_beta,success_rate,collision_rate,action_alignment,path_length,loss_objective,loss_critic,loss_entropy
2048,-1.2935494184494019,-0.006443744525313377,-0.003662109375,0.0002325876266695559,0.1,0.5,0.0,0.003662109375,0.0023258759174495935,0.854891836643219,-0.004862872883677483,0.04979894682765007,-0.013061191886663437
4096,-1.1219048500061035,0.0007566030253656209,-0.009521484375,0.00047991229803301394,0.1,1.0,0.0,0.00927734375,0.004799121990799904,0.8525498509407043,-0.002519178669899702,0.08098335564136505,-0.013176610693335533
6144,-1.7225145101547241,0.005097542889416218,-0.0185546875,-0.004717648960649967,0.1,0.6872892787909722,0.0,0.0185546875,-0.04717649146914482,0.8400571942329407,-0.0057949405163526535,0.17979851365089417,-0.013093912973999977
8192,-0.7252464294433594,0.009959010407328606,-0.015625,-0.004280407913029194,0.1,0.4723665527410147,0.0,0.015625,-0.04280407726764679,0.8486213684082031,-0.004129763692617416,0.133150115609169,-0.01306958682835102
10240,0.1911259889602661,0.011014656163752079,-0.009521484375,-0.0054755969904363155,0.1,0.32465246735834974,0.0,0.009521484375,-0.05475597083568573,0.8522868156433105,-0.009162044152617455,0.09168305993080139,-0.013135647401213646
12288,0.7344486117362976,0.007935145869851112,-0.002197265625,-0.004277680069208145,0.1,0.22313016014842982,0.0,0.002197265625,-0.04277680069208145,0.8401710987091064,-0.008421359583735466,0.01802731305360794,-0.013066839426755905
14336,-0.00791233777999878,0.016051463782787323,-0.01611328125,-0.00894987303763628,0.1,0.15335496684492847,0.0,0.01611328125,-0.08949872106313705,0.8403180837631226,0.00022241566330194473,0.16041985154151917,-0.012924015522003174
16384,0.5547289848327637,0.01556428987532854,-0.01123046875,-0.007353495806455612,0.1,0.10539922456186433,0.0,0.01123046875,-0.07353495061397552,0.8483307361602783,-0.007253334857523441,0.09861684590578079,-0.012971813790500164
18432,0.933401346206665,0.01632540300488472,-0.009033203125,-0.007851342670619488,0.1,0.07243975703425146,0.0,0.0089111328125,-0.07851342856884003,0.846315324306488,-0.0032955268397927284,0.09745891392230988,-0.01284703053534031
20480,0.12532538175582886,0.014162699691951275,-0.01318359375,-0.0074144997633993626,0.1,0.049787068367863944,0.0,0.0130615234375,-0.07414499670267105,0.8384541869163513,-0.004650365561246872,0.16080087423324585,-0.013029303401708603
