step,communication_cost,communication_ratio,sparse_edges,full_graph_edges
2048,12.754980087280273,0.0531457503636678,12.754980087280273,240.0
4096,11.818145751953125,0.04924227396647136,11.818145751953125,240.0
6144,11.17880916595459,0.04657837152481079,11.17880916595459,240.0
8192,10.373598098754883,0.04322332541147868,10.373598098754883,240.0
10240,11.162927627563477,0.04651219844818115,11.162927627563477,240.0
12288,11.520543098449707,0.048002262910207115,11.520543098449707,240.0
14336,12.783825874328613,0.053265941143035886,12.783825874328613,240.0
16384,13.769442558288574,0.057372677326202395,13.769442558288574,240.0
18432,14.080442428588867,0.05866851011912028,14.080442428588867,240.0
20480,10.902048110961914,0.04542520046234131,10.902048110961914,240.0
22528,7.849754333496094,0.03270730972290039,7.849754333496094,240.0
24576,4.616221904754639,0.01923425793647766,4.616221904754639,240.0
26624,2.77066707611084,0.011544446150461832,2.77066707611084,240.0
28672,2.161874771118164,0.009007811546325684,2.161874771118164,240.0
30720,1.6705083847045898,0.006960451602935791,1.6705083847045898,240.0
32768,1.292609453201294,0.005385872721672058,1.292609453201294,240.0
34816,1.1683377027511597,0.004868073761463166,1.1683377027511597,240.0
36864,1.1463719606399536,0.004776549835999806,1.1463719606399536,240.0
38912,1.1733839511871338,0.004889099796613058,1.1733839511871338,240.0
40960,1.0266249179840088,0.00427760382493337,1.0266249179840088,240.0
43008,0.9087792634963989,0.003786580264568329,0.9087792634963989,240.0
45056,0.8499878644943237,0.0035416161020596824,0.8499878644943237,240.0
47104,0.7480075359344482,0.0031166980663935345,0.7480075359344482,240.0
49152,0.7014780640602112,0.0029228252669175466,0.7014780640602112,240.0
51200,0.666275143623352,0.0027761464317639668,0.666275143623352,240.0
53248,0.6027114391326904,0.002511297663052877,0.6027114391326904,240.0
55296,0.5512155294418335,0.002296731372674306,0.5512155294418335,240.0
57344,0.5455214977264404,0.002273006240526835,0.5455214977264404,240.0
59392,0.5232695937156677,0.002180289973815282,0.5232695937156677,240.0
61440,0.5097719430923462,0.002124049762884776,0.5097719430923462,240.0
63488,0.4672839045524597,0.0019470162689685822,0.4672839045524597,240.0
65536,0.4855644106864929,0.0020231850445270537,0.4855644106864929,240.0
67584,0.45705312490463257,0.001904388020435969,0.45705312490463257,240.0
69632,0.4376230835914612,0.0018234295149644217,0.4376230835914612,240.0
71680,0.421660840511322,0.0017569201687971752,0.421660840511322,240.0
73728,0.40993237495422363,0.001708051562309265,0.40993237495422363,240.0
75776,0.39342957735061646,0.0016392899056275685,0.39342957735061646,240.0
77824,0.37777960300445557,0.0015740816791852315,0.37777960300445557,240.0
79872,0.3128126859664917,0.0013033861915270487,0.3128126859664917,240.0
81920,0.34072256088256836,0.0014196773370107015,0.34072256088256836,240.0
83968,0.34158870577812195,0.0014232862740755081,0.34158870577812195,240.0
86016,0.31246688961982727,0.001301945373415947,0.31246688961982727,240.0
88064,0.2856408953666687,0.0011901703973611196,0.2856408953666687,240.0
90112,0.28790995478630066,0.001199624811609586,0.28790995478630066,240.0
92160,0.2843548655509949,0.001184811939795812,0.2843548655509949,240.0
94208,0.3000277280807495,0.0012501155336697896,0.3000277280807495,240.0
96256,0.26116347312927246,0.0010881811380386353,0.26116347312927246,240.0
98304,0.24098703265190125,0.0010041126360495886,0.24098703265190125,240.0
100352,0.22486191987991333,0.0009369246661663055,0.22486191987991333,240.0
102400,0.2389654815196991,0.0009956895063320795,0.2389654815196991,240.0
