step,communication_cost,communication_ratio,sparse_edges,full_graph_edges
2048,23.5048828125,0.09793701171875,23.5048828125,240.0
4096,28.962890625,0.1206787109375,28.962890625,240.0
6144,23.546875,0.09811197916666667,23.546875,240.0
8192,24.53125,0.10221354166666667,24.53125,240.0
10240,24.2275390625,0.10094807942708334,24.2275390625,240.0
12288,25.4833984375,0.10618082682291667,25.4833984375,240.0
14336,23.5146484375,0.09797770182291667,23.5146484375,240.0
16384,30.7470703125,0.12811279296875,30.7470703125,240.0
18432,31.986328125,0.1332763671875,31.986328125,240.0
20480,34.619140625,0.14424641927083334,34.619140625,240.0
22528,34.951171875,0.1456298828125,34.951171875,240.0
24576,38.98046875,0.16241861979166666,38.98046875,240.0
26624,41.6728515625,0.17363688151041667,41.6728515625,240.0
28672,43.2265625,0.18011067708333334,43.2265625,240.0
30720,44.3515625,0.18479817708333332,44.3515625,240.0
32768,41.814453125,0.17422688802083333,41.814453125,240.0
34816,47.2939453125,0.19705810546875,47.2939453125,240.0
36864,49.3330078125,0.20555419921875,49.3330078125,240.0
38912,50.759765625,0.2114990234375,50.759765625,240.0
40960,52.6357421875,0.21931559244791668,52.6357421875,240.0
43008,51.0576171875,0.21274007161458333,51.0576171875,240.0
45056,51.0654296875,0.21277262369791666,51.0654296875,240.0
47104,53.5498046875,0.22312418619791666,53.5498046875,240.0
49152,51.2265625,0.21344401041666666,51.2265625,240.0
51200,50.37109375,0.20987955729166666,50.37109375,240.0
53248,48.91015625,0.20379231770833334,48.91015625,240.0
55296,49.91796875,0.20799153645833332,49.91796875,240.0
57344,49.650390625,0.20687662760416667,49.650390625,240.0
59392,50.3935546875,0.20997314453125,50.3935546875,240.0
61440,48.69921875,0.20291341145833333,48.69921875,240.0
63488,48.82421875,0.20343424479166666,48.82421875,240.0
65536,46.1728515625,0.19238688151041666,46.1728515625,240.0
67584,44.90625,0.187109375,44.90625,240.0
69632,42.52734375,0.177197265625,42.52734375,240.0
71680,40.2900390625,0.16787516276041667,40.2900390625,240.0
73728,41.28515625,0.172021484375,41.28515625,240.0
75776,40.2939453125,0.16789143880208332,40.2939453125,240.0
77824,37.0390625,0.15432942708333333,37.0390625,240.0
79872,37.4609375,0.15608723958333334,37.4609375,240.0
81920,37.59765625,0.15665690104166666,37.59765625,240.0
83968,40.5439453125,0.16893310546875,40.5439453125,240.0
86016,37.5830078125,0.15659586588541666,37.5830078125,240.0
88064,35.5302734375,0.14804280598958333,35.5302734375,240.0
90112,38.0478515625,0.15853271484375,38.0478515625,240.0
92160,38.7734375,0.16155598958333334,38.7734375,240.0
94208,39.107421875,0.16294759114583332,39.107421875,240.0
96256,43.9150390625,0.18297932942708334,43.9150390625,240.0
98304,44.017578125,0.18340657552083334,44.017578125,240.0
100352,42.5517578125,0.17729899088541667,42.5517578125,240.0
102400,41.9072265625,0.17461344401041667,41.9072265625,240.0
