step,communication_cost,communication_ratio,sparse_edges,full_graph_edges
2048,13.3203125,0.013427734375,13.3203125,992.0
4096,14.4111328125,0.014527351625504033,14.4111328125,992.0
6144,15.4638671875,0.015588575793850807,15.4638671875,992.0
8192,17.9033203125,0.018047701927923387,17.9033203125,992.0
10240,17.5068359375,0.01764802009828629,17.5068359375,992.0
12288,16.69921875,0.016833889868951613,16.69921875,992.0
14336,20.3056640625,0.020469419417842742,20.3056640625,992.0
16384,18.73046875,0.01888152091733871,18.73046875,992.0
18432,20.318359375,0.02048221711189516,20.318359375,992.0
20480,20.6796875,0.020846459173387098,20.6796875,992.0
22528,20.78515625,0.020952778477822582,20.78515625,992.0
24576,24.5078125,0.024705456149193547,24.5078125,992.0
26624,23.052734375,0.023238643523185484,23.052734375,992.0
28672,24.861328125,0.025061822706653226,24.861328125,992.0
30720,21.0576171875,0.021227436680947582,21.0576171875,992.0
32768,20.5185546875,0.020684026902721774,20.5185546875,992.0
34816,21.6826171875,0.021857477003528226,21.6826171875,992.0
36864,23.068359375,0.02325439453125,23.068359375,992.0
38912,23.8701171875,0.024062618132560484,23.8701171875,992.0
40960,25.9560546875,0.026165377709173387,25.9560546875,992.0
43008,22.078125,0.02225617439516129,22.078125,992.0
45056,22.837890625,0.023022067162298387,22.837890625,992.0
47104,21.396484375,0.021569036668346774,21.396484375,992.0
49152,22.677734375,0.022860619329637098,22.677734375,992.0
51200,21.2607421875,0.02143219978578629,21.2607421875,992.0
53248,23.3115234375,0.02349951959425403,23.3115234375,992.0
55296,21.4248046875,0.02159758537046371,21.4248046875,992.0
57344,20.6572265625,0.020823817099294355,20.6572265625,992.0
59392,22.0458984375,0.022223687941028226,22.0458984375,992.0
61440,20.939453125,0.021108319682459676,20.939453125,992.0
63488,23.0576171875,0.023243565713205645,23.0576171875,992.0
65536,23.302734375,0.023490659652217742,23.302734375,992.0
67584,24.6279296875,0.024826542023689516,24.6279296875,992.0
69632,24.4892578125,0.024686751827116934,24.4892578125,992.0
71680,25.69921875,0.025906470514112902,25.69921875,992.0
73728,24.1533203125,0.02434810515372984,24.1533203125,992.0
75776,24.599609375,0.024797993321572582,24.599609375,992.0
77824,28.1865234375,0.028413834110383066,28.1865234375,992.0
79872,24.845703125,0.02504607169858871,24.845703125,992.0
81920,28.81640625,0.02904879662298387,28.81640625,992.0
83968,25.361328125,0.025565854964717742,25.361328125,992.0
86016,23.2861328125,0.023473924206149195,23.2861328125,992.0
88064,28.2080078125,0.028435491746471774,28.2080078125,992.0
90112,28.9384765625,0.029171851373487902,28.9384765625,992.0
92160,28.376953125,0.028605799521169355,28.376953125,992.0
94208,27.0634765625,0.02728173040574597,27.0634765625,992.0
96256,30.771484375,0.031019641507056453,30.771484375,992.0
98304,24.60546875,0.024803899949596774,24.60546875,992.0
100352,28.212890625,0.028440413936491934,28.212890625,992.0
102400,27.353515625,0.027574108492943547,27.353515625,992.0
