step,episode_reward_mean,reward_goal,reward_collision,reward_guide,guidance_lambda,residual_beta,success_rate,collision_rate,action_alignment,path_length,sparse_edges,full_graph_edges,communication_ratio,loss_objective,loss_critic,loss_entropy,lambda_comm
2048,-13.845596313476562,-0.07508765161037445,-0.0330810546875,0.019147267565131187,0.1,0.1,0.0,0.03289794921875,0.19147267937660217,0.8629635572433472,9.123573303222656,240.0,0.038014888763427734,-0.002112637273967266,0.5028021335601807,-0.012174734845757484,0.001
4096,-12.962104797363281,-0.07666927576065063,-0.02459716796875,-0.012469734996557236,0.1,0.2,0.0,0.02435302734375,-0.12469735741615295,0.8535556793212891,4.2991838455200195,240.0,0.01791326602300008,-0.0019456595182418823,0.5251927971839905,-0.012586202472448349,0.001
6144,-9.320232391357422,-0.05071958899497986,-0.0220947265625,-0.015033842995762825,0.1,0.3,0.0,0.022064208984375,-0.15033841133117676,0.8458163142204285,2.040952682495117,240.0,0.00850396951039632,-0.0005965298041701317,0.542751669883728,-0.012845361605286598,0.001
8192,-7.337960243225098,-0.041153501719236374,-0.01617431640625,-0.013366367667913437,0.1,0.4,0.0,0.016082763671875,-0.13366368412971497,0.8433265686035156,0.6846535801887512,240.0,0.0028527232507864634,-0.002743534743785858,0.4564467668533325,-0.012840643525123596,0.001
10240,-7.433638095855713,-0.039642684161663055,-0.0184326171875,-0.01218079961836338,0.1,0.5,0.0,0.0181884765625,-0.1218079924583435,0.8358157873153687,0.37869924306869507,240.0,0.0015779135127862295,-0.003321191295981407,0.4665975570678711,-0.013052394613623619,0.001
12288,-6.828806400299072,-0.034429147839546204,-0.0189208984375,-0.009131785482168198,0.1,0.6,0.0,0.018707275390625,-0.09131785482168198,0.8306711912155151,0.20967410504817963,240.0,0.0008736421043674151,-0.002111614216119051,0.42642664909362793,-0.013140152208507061,0.001
14336,-5.630886077880859,-0.032394617795944214,-0.0115966796875,-0.01161118596792221,0.1,0.7,0.0,0.0115966796875,-0.11611185222864151,0.8244425654411316,0.13184350728988647,240.0,0.0005493479470411937,-0.0024216119199991226,0.2752152681350708,-0.013208303600549698,0.001
16384,-4.97630500793457,-0.02947796881198883,-0.0093994140625,-0.008737309835851192,0.1,0.8,0.0,0.009307861328125,-0.08737309277057648,0.8211093544960022,0.09978227317333221,240.0,0.0004157594715555509,-0.0033125542104244232,0.22469890117645264,-0.013189110904932022,0.001
18432,-3.2384462356567383,-0.021272044628858566,-0.0040283203125,-0.0069874851033091545,0.1,0.9,0.0,0.0040283203125,-0.0698748528957367,0.8128023147583008,0.08059290051460266,240.0,0.00033580375214417775,-0.0013647032901644707,0.11299020051956177,-0.01326008141040802,0.001
20480,-2.1133790016174316,-0.011078644543886185,-0.00543212890625,-0.005965915042907,0.1,1.0,0.0,0.00537109375,-0.05965915322303772,0.8090794086456299,0.06620407104492188,240.0,0.0002758502960205078,-0.0014459043741226196,0.12767775356769562,-0.01317732036113739,0.001
