step,communication_cost,communication_ratio,sparse_edges,full_graph_edges
2048,0.5823293328285217,0.04852744440237681,0.5823293328285217,12.0
4096,0.929740846157074,0.07747840384642284,0.929740846157074,12.0
6144,1.050041913986206,0.08750349283218384,1.050041913986206,12.0
8192,1.1460866928100586,0.09550722440083821,1.1460866928100586,12.0
10240,0.8218859434127808,0.06849049528439839,0.8218859434127808,12.0
12288,0.927929162979126,0.0773274302482605,0.927929162979126,12.0
14336,1.1373682022094727,0.09478068351745605,1.1373682022094727,12.0
16384,0.994149923324585,0.08284582694371541,0.994149923324585,12.0
18432,0.9469844102859497,0.07891536752382915,0.9469844102859497,12.0
20480,1.1590497493743896,0.09658747911453247,1.1590497493743896,12.0
