step,episode_reward_mean,reward_goal,reward_collision,reward_guide,guidance_lambda,residual_beta,success_rate,collision_rate,action_alignment,path_length,sparse_edges,full_graph_edges,communication_ratio,loss_objective,loss_critic,loss_entropy
2048,-2.25238299369812,-0.012958068400621414,0.0,0.0022895531728863716,0.1,0.1,0.0,0.0,0.022895529866218567,0.8802105188369751,0.5859375,12.0,0.048828125,-0.005368013400584459,0.06199147552251816,-0.012651758268475533
4096,-1.684838056564331,-0.0003454150282777846,-0.00439453125,-0.0015444152522832155,0.1,0.2,0.0,0.00439453125,-0.015444153919816017,0.8640068769454956,0.685546875,12.0,0.05712890625,-0.002670413814485073,0.1393873542547226,-0.012495873495936394
6144,-0.7446341514587402,0.00431438023224473,-0.00390625,-0.00256302859634161,0.1,0.3,0.0,0.00390625,-0.02563028410077095,0.8611047863960266,0.7880859375,12.0,0.065673828125,-0.004441265016794205,0.1118849515914917,-0.012778274714946747
8192,-1.1560064554214478,0.004396434407681227,-0.003662109375,-0.0016185179119929671,0.1,0.4,0.0,0.003662109375,-0.016185177490115166,0.8591853380203247,0.82421875,12.0,0.06868489583333333,-0.00418267585337162,0.13473525643348694,-0.01300743781030178
10240,0.1496777981519699,0.007150803692638874,-0.00244140625,0.000440945295849815,0.1,0.5,0.0,0.00244140625,0.004409452434629202,0.8578348159790039,0.8271484375,12.0,0.06892903645833333,-0.005735174287110567,0.0624258816242218,-0.012776653282344341
12288,0.2380898892879486,0.013212615624070168,-0.008544921875,0.0017347292741760612,0.1,0.6,0.0,0.008544921875,0.017347291111946106,0.8625308275222778,1.462890625,12.0,0.12190755208333333,-0.005580214783549309,0.12491995841264725,-0.012573657557368279
14336,0.7527751922607422,0.015524611808359623,-0.00390625,0.004031841643154621,0.1,0.7,0.0,0.00390625,0.04031841456890106,0.853284478187561,0.9423828125,12.0,0.07853190104166667,-0.00407415023073554,0.10865118354558945,-0.01243730541318655
16384,-0.249225914478302,0.016241401433944702,-0.00634765625,0.0023140469565987587,0.1,0.8,0.0,0.00634765625,0.023140467703342438,0.8573436737060547,0.9423828125,12.0,0.07853190104166667,-0.0021887309849262238,0.20710614323616028,-0.012894287705421448
18432,1.1278753280639648,0.01247363444417715,-0.00146484375,0.0028949701227247715,0.1,0.9,0.0,0.00146484375,0.02894970029592514,0.85943204164505,0.732421875,12.0,0.06103515625,-0.01064919214695692,0.05431089550256729,-0.01277652382850647
20480,1.1465762853622437,0.018723253160715103,-0.003173828125,0.004361333325505257,0.1,1.0,0.0,0.003173828125,0.043613336980342865,0.852097749710083,0.6015625,12.0,0.050130208333333336,-0.004590095020830631,0.12391512840986252,-0.012674548663198948
22528,0.8455810546875,0.017958641052246094,-0.005126953125,0.0009542345069348812,0.1,0.9277434863285529,0.0,0.005126953125,0.009542344138026237,0.8659908771514893,1.01953125,12.0,0.0849609375,-0.0036144405603408813,0.126610666513443,-0.012183618731796741
24576,1.1257834434509277,0.018682878464460373,-0.0029296875,0.005126681178808212,0.1,0.8607079764250578,0.0,0.0029296875,0.05126681178808212,0.8583636283874512,0.640625,12.0,0.053385416666666664,-0.008421286940574646,0.12718887627124786,-0.012600086629390717
26624,1.040362000465393,0.01703896000981331,-0.0009765625,0.0061054592952132225,0.1,0.7985162187593771,0.0,0.0009765625,0.061054591089487076,0.8570563793182373,0.775390625,12.0,0.06461588541666667,-0.0064804949797689915,0.1269150674343109,-0.012480833567678928
28672,1.6098155975341797,0.02075539529323578,-0.005126953125,0.004036436788737774,0.1,0.7408182206817179,0.0,0.0050048828125,0.04036436975002289,0.8486548662185669,1.3994140625,12.0,0.11661783854166667,-0.0034911595284938812,0.11682965606451035,-0.01215710211545229
30720,2.3930864334106445,0.02626434713602066,-0.002685546875,0.00427886750549078,0.1,0.6872892787909722,0.0,0.002685546875,0.04278867319226265,0.8567454218864441,0.9013671875,12.0,0.07511393229166667,-0.0034388641361147165,0.10018375515937805,-0.011888562701642513
32768,1.5874959230422974,0.023144502192735672,-0.00439453125,0.0022483367938548326,0.1,0.6376281516217733,0.0,0.00439453125,0.02248336933553219,0.8562573194503784,0.962890625,12.0,0.08024088541666667,-0.0013744216412305832,0.13268670439720154,-0.012511784210801125
34816,1.2627522945404053,0.023537127301096916,-0.002197265625,0.0024909768253564835,0.1,0.5915553643668151,0.0,0.002197265625,0.024909768253564835,0.8626857399940491,0.6943359375,12.0,0.057861328125,-0.008314507082104683,0.16849461197853088,-0.012397712096571922
36864,2.256493091583252,0.021779242902994156,-0.001708984375,0.006037354469299316,0.1,0.5488116360940264,0.0,0.001708984375,0.060373544692993164,0.8609307408332825,1.0185546875,12.0,0.08487955729166667,-0.0031410623341798782,0.06489677727222443,-0.01254877820611
38912,1.5404913425445557,0.02143450267612934,-0.00146484375,0.005719499662518501,0.1,0.5091564206075492,0.0,0.00146484375,0.057194992899894714,0.8537356853485107,0.66015625,12.0,0.055013020833333336,-0.007467294577509165,0.14536365866661072,-0.01281691063195467
40960,1.878730297088623,0.021513517946004868,-0.0029296875,0.007008008658885956,0.1,0.4723665527410147,0.0,0.0029296875,0.07008008658885956,0.850220799446106,1.0439453125,12.0,0.08699544270833333,-0.004925117827951908,0.09130963683128357,-0.012787834741175175
