step,episode_reward_mean,reward_goal,reward_collision,reward_guide,guidance_lambda,residual_beta,success_rate,collision_rate,action_alignment,path_length,sparse_edges,full_graph_edges,communication_ratio,loss_objective,loss_critic,loss_entropy,lambda_comm,lambda_u,lambda_rank,lambda_budget,target_comm,utility_warmup_steps,utility_mean,utility_std,gate_mass,utility_corr,comm_precision,cud,utility_loss
2048,-1.0384328365325928,-0.006892053410410881,-0.001220703125,-0.0045035164803266525,0.1,0.5,0.0,0.001220703125,-0.045035164803266525,0.8604239821434021,0.5819933414459229,12.0,0.04849944512049357,-0.008552231825888157,0.019353415817022324,-0.01278434507548809,0.0,0.5,0.1,0.0,1.0,5000.0,0.4939587712287903,0.03809873387217522,0.5947709679603577,0.8558348417282104,1.0,0.46697989106178284,0.01041425671428442
4096,-2.150332450866699,-0.00044205132871866226,-0.016357421875,-0.0023707624059170485,0.1,1.0,0.0,0.01611328125,-0.023707624524831772,0.8602039813995361,0.9305798411369324,12.0,0.07754832009474437,-0.003830261528491974,0.1914907693862915,-0.013010324910283089,0.0,0.5,0.1,0.0,1.0,5000.0,0.45731207728385925,0.09088028967380524,1.2089447975158691,0.6872656345367432,0.0,0.4345735013484955,0.013840547762811184
6144,-0.38725221157073975,0.002101545687764883,-0.005126953125,-0.0017423061653971672,0.1,0.6872892787909722,0.0,0.005126953125,-0.01742306351661682,0.8546586632728577,0.8105844855308533,12.0,0.0675487071275711,-0.007305281236767769,0.04771104454994202,-0.012989839538931847,0.0,0.5,0.1,0.0,1.0,5000.0,0.49842530488967896,0.08095455914735794,0.8830514550209045,0.12744300067424774,1.0,0.5664706826210022,0.020847907289862633
8192,-0.8203195929527283,0.005310003645718098,-0.01171875,-0.003347148187458515,0.1,0.4723665527410147,0.0,0.01171875,-0.03347148001194,0.8396525382995605,1.1812736988067627,12.0,0.09843947490056355,-0.004306579940021038,0.12649598717689514,-0.013163421303033829,0.0,0.5,0.1,0.0,1.0,5000.0,0.5282063484191895,0.02526623010635376,1.6278314590454102,0.2061184197664261,1.0,0.5341560244560242,0.01598322205245495
10240,0.8556710481643677,0.009614617563784122,-0.0029296875,0.0025090198032557964,0.1,0.32465246735834974,0.0,0.0029296875,0.02509019523859024,0.8342502117156982,0.6931278705596924,12.0,0.057760655879974365,-0.008899196982383728,0.041848890483379364,-0.012690942734479904,0.0,0.5,0.1,0.0,1.0,5000.0,0.5264259576797485,0.027060171589255333,0.6922301650047302,0.21597279608249664,1.0,0.5120018720626831,0.014709873124957085
12288,0.7526768445968628,0.009054116904735565,-0.003173828125,0.0015659477794542909,0.1,0.22313016014842982,0.0,0.003173828125,0.015659477561712265,0.8316138386726379,0.7488964796066284,12.0,0.06240803996721903,-0.006464947015047073,0.0270933136343956,-0.013016914017498493,0.0,0.5,0.1,0.0,1.0,5000.0,0.4686896800994873,0.037121716886758804,0.5581966638565063,0.47492852807044983,1.0,0.5409784913063049,0.012092617340385914
14336,-0.20095594227313995,0.017717141658067703,-0.019287109375,-0.0015668012201786041,0.1,0.15335496684492847,0.0,0.018798828125,-0.01566801220178604,0.8335006237030029,1.0048542022705078,12.0,0.08373785018920898,-0.001528133638203144,0.18848371505737305,-0.012902370654046535,0.0,0.5,0.1,0.0,1.0,5000.0,0.483754426240921,0.034597139805555344,0.9378542900085449,0.18212111294269562,1.0,0.5242550373077393,0.01503448374569416
16384,0.31185001134872437,0.018305469304323196,-0.015869140625,-0.0033003082498908043,0.1,0.10539922456186433,0.0,0.015869140625,-0.03300308436155319,0.8257400989532471,0.8869641423225403,12.0,0.07391367852687836,-0.00149605143815279,0.16446007788181305,-0.012692499905824661,0.0,0.5,0.1,0.0,1.0,5000.0,0.5164313912391663,0.05622762069106102,0.9524651765823364,0.4189463257789612,1.0,0.47480109333992004,0.01658708229660988
18432,0.6031063795089722,0.01618637703359127,-0.011474609375,0.0006154010188765824,0.1,0.07243975703425146,0.0,0.011474609375,0.006154009141027927,0.8194166421890259,0.6931628584861755,12.0,0.057763571540514626,-0.005619406700134277,0.15134523808956146,-0.012690520845353603,0.0,0.5,0.1,0.0,1.0,5000.0,0.49654632806777954,0.04268298298120499,0.6634440422058105,0.29653364419937134,1.0,0.49315378069877625,0.011246140114963055
20480,-1.6727584600448608,0.01744915544986725,-0.030517578125,0.0005049296887591481,0.1,0.049787068367863944,0.0,0.030029296875,0.005049298517405987,0.8146440386772156,1.0406923294067383,12.0,0.08672436078389485,0.0023220828734338284,0.32131969928741455,-0.012997026555240154,0.0,0.5,0.1,0.0,1.0,5000.0,0.46873438358306885,0.022226130589842796,0.8774772882461548,-0.08712173253297806,1.0,0.4913367033004761,0.013589595444500446
