step,episode_reward_mean,reward_goal,reward_collision,reward_guide,guidance_lambda,success_rate,collision_rate,action_alignment,path_length,loss_objective,loss_critic,loss_entropy
2048,-0.9993622899055481,-0.004633690230548382,-0.003173828125,0.0,0.0,0.0,0.003173828125,0.0022802292369306087,0.86162269115448,-0.005260046571493149,0.02850303053855896,-0.012867551296949387
4096,-0.5904630422592163,0.0014905220596119761,-0.006103515625,0.0,0.0,0.0,0.006103515625,-0.012815238907933235,0.8626089096069336,-0.0045019155368208885,0.057791583240032196,-0.012993303127586842
6144,-0.7517251372337341,0.010484566912055016,-0.016357421875,0.0,0.0,0.0,0.016357421875,0.004162428434938192,0.8446532487869263,-0.004574693739414215,0.18534216284751892,-0.013098614290356636
8192,-0.7008296847343445,0.008929064497351646,-0.014404296875,0.0,0.0,0.0,0.014404296875,0.014554060064256191,0.8490573167800903,-0.003426259383559227,0.11795741319656372,-0.012918482534587383
10240,0.44739609956741333,0.00911051593720913,-0.005615234375,0.0,0.0,0.0,0.005615234375,0.007566555868834257,0.8494936227798462,-0.007290670648217201,0.05717739462852478,-0.012806265614926815
12288,1.3985795974731445,0.014832654036581516,-0.00390625,0.0,0.0,0.0,0.00390625,0.016970669850707054,0.8360204696655273,-0.0019807759672403336,0.03623862937092781,-0.012604673393070698
14336,1.3029608726501465,0.01603875868022442,-0.005859375,0.0,0.0,0.0,0.005859375,-0.018046509474515915,0.8322259187698364,-0.004485780373215675,0.06314242631196976,-0.012713897973299026
16384,1.05305814743042,0.015062953345477581,-0.0068359375,0.0,0.0,0.0,0.0068359375,-0.02377801388502121,0.8331310749053955,-0.006733603775501251,0.05649223178625107,-0.012674280442297459
18432,0.869683027267456,0.01631588488817215,-0.009521484375,0.0,0.0,0.0,0.009521484375,-0.026913685724139214,0.8351096510887146,-0.0057233721017837524,0.10508253425359726,-0.012327936477959156
20480,0.7508634328842163,0.015143465250730515,-0.00927734375,0.0,0.0,0.0,0.00927734375,-0.01743362843990326,0.8367580771446228,-0.0023008882999420166,0.10219135135412216,-0.012491813860833645
22528,1.6943511962890625,0.02153789810836315,-0.00830078125,0.0,0.0,0.0,0.0081787109375,-0.019535616040229797,0.8294795155525208,-0.0037099653854966164,0.10655762255191803,-0.012361765839159489
24576,1.2063260078430176,0.019678326323628426,-0.01025390625,0.0,0.0,0.0,0.010009765625,0.009757356718182564,0.8319838047027588,-0.003353164764121175,0.10244809836149216,-0.012262698262929916
26624,2.30749773979187,0.020957015454769135,-0.0029296875,0.0,0.0,0.0,0.0029296875,-0.0010169624583795667,0.8280618190765381,-0.005862790625542402,0.06013809144496918,-0.01180068776011467
28672,2.0361294746398926,0.01590725965797901,0.0,0.0,0.0,0.0,0.0,0.022488486021757126,0.8224547505378723,-0.0006643314845860004,0.0387081652879715,-0.012161286547780037
30720,1.7279434204101562,0.018626511096954346,-0.005126953125,0.0,0.0,0.0,0.005126953125,-0.0033616814762353897,0.8254110813140869,-0.007396310567855835,0.0870288610458374,-0.01220274344086647
32768,2.004807472229004,0.018836388364434242,-0.003173828125,-0.0003021844895556569,0.027535693153706776,0.0,0.003173828125,-0.010974284261465073,0.8263378143310547,-0.0056576477363705635,0.06475555896759033,-0.012009808793663979
34816,1.7262349128723145,0.019589722156524658,-0.006103515625,-0.0001071526639861986,0.02527381324850314,0.0,0.006103515625,-0.0042396713979542255,0.8292146921157837,-0.0023856302723288536,0.09731456637382507,-0.012470586225390434
36864,1.8661980628967285,0.01970662549138069,-0.005126953125,0.0015103800687938929,0.021573649499874333,0.0,0.0047607421875,0.07001040875911713,0.8252946138381958,-0.004808481782674789,0.10517215728759766,-0.011850617825984955
38912,2.4051754474639893,0.018790433183312416,0.0,0.0012023898307234049,0.020012940071937962,0.0,0.0,0.06008061766624451,0.8132016658782959,-0.007035102695226669,0.05502893403172493,-0.012458876706659794
40960,1.4294908046722412,0.015806570649147034,-0.004638671875,0.0012823394499719143,0.018163421996076044,0.0,0.004638671875,0.07060009241104126,0.8218245506286621,-0.007278404664248228,0.1088496670126915,-0.012156831100583076
43008,1.2593803405761719,0.012768596410751343,-0.0029296875,0.0015498044667765498,0.016224343831142678,0.0,0.0029296875,0.095523402094841,0.8226621747016907,-0.005256811156868935,0.07217328250408173,-0.012191115878522396
45056,1.9059081077575684,0.015866469591856003,-0.0009765625,0.001844999729655683,0.014347072532179062,0.0,0.0009765625,0.12859764695167542,0.8106706738471985,5.418248474597931e-05,0.03988949954509735,-0.011824144050478935
47104,1.2086756229400635,0.013104887679219246,-0.003662109375,0.001644915551878512,0.013233509533449334,0.0,0.003662109375,0.12429927289485931,0.8107985854148865,-0.0035777240991592407,0.06623496115207672,-0.01186719723045826
49152,1.7441643476486206,0.018997376784682274,-0.00537109375,0.0012450690846890211,0.012487607075152486,0.0,0.00537109375,0.09970436990261078,0.8125804662704468,-0.005233984440565109,0.07865310460329056,-0.011410128325223923
51200,1.832181453704834,0.016267042607069016,-0.001953125,0.0012463706079870462,0.01133077073304691,0.0,0.001953125,0.10999876260757446,0.8123506307601929,0.0020684588234871626,0.04508046433329582,-0.011601259931921959
53248,2.4453203678131104,0.020080626010894775,-0.0009765625,0.0008975560194812715,0.010705707919373768,0.0,0.0009765625,0.08383902162313461,0.8168078064918518,-0.003624202683568001,0.05658068507909775,-0.011497002094984055
55296,1.6973483562469482,0.016678504645824432,-0.00341796875,0.0011074843350797892,0.00947139121789603,0.0,0.00341796875,0.11692941933870316,0.8049065470695496,-0.006201114505529404,0.07809700071811676,-0.011507314629852772
57344,2.201504945755005,0.020617226138710976,-0.00341796875,0.0011468804441392422,0.008519191501915763,0.0,0.00341796875,0.13462316989898682,0.808975875377655,-0.003761138767004013,0.0626448392868042,-0.01124133262783289
59392,1.8921451568603516,0.018200352787971497,-0.00341796875,0.0008218548609875143,0.008121439512515385,0.0,0.00341796875,0.10119570791721344,0.8001680970191956,-0.004211902618408203,0.06499212980270386,-0.011022167280316353
61440,2.630295753479004,0.020549185574054718,0.0,0.0007848042296245694,0.007415903988076435,0.0,0.0,0.10582718253135681,0.7926336526870728,-0.005049700848758221,0.042786605656147,-0.011296669021248817
63488,2.310009479522705,0.019267652183771133,-0.001220703125,0.0009471995872445405,0.006503659347651722,0.0,0.001220703125,0.1456410139799118,0.8010950088500977,-0.005089601501822472,0.056401535868644714,-0.010827557183802128
65536,2.365359306335449,0.019700072705745697,-0.001220703125,0.0008290988043881953,0.006025642677977461,0.0,0.001220703125,0.13759508728981018,0.8119604587554932,-0.005044495686888695,0.06373001635074615,-0.010796829126775265
67584,3.002758264541626,0.023947330191731453,-0.00048828125,0.0006647073314525187,0.0056599246433560665,0.0,0.00048828125,0.11744102090597153,0.8053091764450073,-0.005541155114769936,0.05407845228910446,-0.01058303564786911
69632,2.1296610832214355,0.018102820962667465,-0.00146484375,0.0008637635037302971,0.004834636619945892,0.0,0.00146484375,0.1786615252494812,0.8042994141578674,-0.006620228290557861,0.07014331221580505,-0.010541250929236412
71680,2.267364263534546,0.01917862705886364,-0.00146484375,0.0006450499058701098,0.004653927460642866,0.0,0.00146484375,0.1386033445596695,0.8021502494812012,-0.0022151414304971695,0.05723503977060318,-0.010148742236196995
73728,2.2952346801757812,0.01841980218887329,-0.00048828125,0.0006850066129118204,0.004180763810873032,0.0,0.00048828125,0.16384723782539368,0.8046402931213379,-0.00931458082050085,0.060313690453767776,-0.01032235473394394
75776,2.1452865600585938,0.018224896863102913,-0.00146484375,0.0006252115126699209,0.004267467707395554,0.0,0.00146484375,0.14650645852088928,0.807625412940979,-0.007144995033740997,0.0697072297334671,-0.010789439082145691
77824,2.4844465255737305,0.02160700596868992,-0.002197265625,0.0005223607877269387,0.00440740555524826,0.0,0.002197265625,0.1185188889503479,0.8075823783874512,-0.003186596557497978,0.08470714837312698,-0.010508827865123749
79872,2.5937247276306152,0.02172831818461418,-0.00146484375,0.000589868170209229,0.004316771700978279,0.0,0.00146484375,0.13664565980434418,0.7889902591705322,0.005329872481524944,0.06236322224140167,-0.010453199967741966
81920,2.633694648742676,0.020575739443302155,0.0,0.0006197392358444631,0.004275191202759743,0.0,0.0,0.14496175944805145,0.7949711680412292,-0.0018411967903375626,0.06184108555316925,-0.010320639237761497
83968,3.1213512420654297,0.02511797845363617,-0.000732421875,0.0005796262994408607,0.0043308109045028685,0.0,0.000732421875,0.13383781909942627,0.7921778559684753,-0.003996104933321476,0.07442215085029602,-0.010053044185042381
86016,2.711207628250122,0.02191372960805893,-0.000732421875,0.000643443432636559,0.004241488724946976,0.0,0.000732421875,0.15170225501060486,0.7807680368423462,0.0019904635846614838,0.07311485707759857,-0.010135793127119541
88064,3.374924659729004,0.027099020779132843,-0.000732421875,0.0004386547952890396,0.004514131620526314,0.0,0.000732421875,0.09717367589473724,0.7964266538619995,0.003342045471072197,0.09121587127447128,-0.009680461138486862
90112,2.9964280128479004,0.025118578225374222,-0.001708984375,0.0003032718668691814,0.004675693213939667,0.0,0.001708984375,0.06486135721206665,0.7926895022392273,-0.002698056399822235,0.0659709945321083,-0.010367855429649353
92160,2.7567527294158936,0.02324611507356167,-0.001708984375,0.000623525760602206,0.004269850626587868,0.0,0.001708984375,0.14602987468242645,0.7880809307098389,-0.006675068289041519,0.07933881878852844,-0.010123162530362606
94208,2.5137150287628174,0.02183566614985466,-0.002197265625,0.0005434567574411631,0.004379552230238915,0.0,0.002197265625,0.1240895539522171,0.8014320135116577,-0.0007010605186223984,0.07691272348165512,-0.010916142724454403
96256,2.6943788528442383,0.022026395425200462,-0.0009765625,0.0004078151541762054,0.004552053660154343,0.0,0.0009765625,0.08958926796913147,0.809819221496582,-0.008627857081592083,0.069264717400074,-0.010407735593616962
98304,2.3383426666259766,0.019489005208015442,-0.001220703125,0.0004739680152852088,0.0044698121398687365,0.0,0.001220703125,0.10603757202625275,0.7971340417861938,-0.005969547666609287,0.05662574991583824,-0.010366825386881828
100352,2.437465190887451,0.020019257441163063,-0.0009765625,0.000489944068249315,0.004449430629611015,0.0,0.0009765625,0.11011387407779694,0.7978655099868774,-0.003922159783542156,0.05988140404224396,-0.010510001331567764
102400,2.7240359783172607,0.02347879856824875,-0.002197265625,0.0006246518460102379,0.004268259257078171,0.0,0.002197265625,0.14634814858436584,0.8011643886566162,-0.004324524663388729,0.07802391052246094,-0.009790416806936264
