n_episodes,mean_C,std_C,var_C,mean_abs_dE,frac_dE_zero,mean_edges
12,0.07265919964551532,0.055152012319301516,0.003041744462868386,0.0008333333333333334,0.9991666666666666,0.013201320132013201
