step,episode_reward_mean,reward_goal,reward_collision,reward_guide,guidance_lambda,residual_beta,success_rate,collision_rate,action_alignment,path_length,loss_objective,loss_critic,loss_entropy
28672,2.403656482696533,0.019266847521066666,-0.00048828125,-0.00545657379552722,0.1,0.7408182206817179,0.0,0.00048828125,-0.054565735161304474,0.8285530805587769,-0.002233586274087429,0.03637269139289856,-0.012310350313782692
30720,2.17549991607666,0.022611327469348907,-0.005615234375,-0.008818423375487328,0.1,0.6872892787909722,0.0,0.005615234375,-0.08818422257900238,0.8271254301071167,-0.0022956272587180138,0.08826741576194763,-0.012110678479075432
32768,2.3896756172180176,0.022819731384515762,-0.004150390625,-0.005265196785330772,0.1,0.6376281516217733,0.0,0.004150390625,-0.052651964128017426,0.8296122550964355,-0.0026820488274097443,0.09226112067699432,-0.012048684991896152
34816,1.635787844657898,0.023277638480067253,-0.010498046875,-0.007474022451788187,0.1,0.5915553643668151,0.0,0.010498046875,-0.0747402235865593,0.8210873603820801,-0.0013269446790218353,0.1407831609249115,-0.01231527142226696
36864,1.934841513633728,0.021951884031295776,-0.0068359375,-0.007281020283699036,0.1,0.5488116360940264,0.0,0.0068359375,-0.07281019538640976,0.8182976245880127,-0.006014205515384674,0.11036114394664764,-0.01208503171801567
38912,2.7846100330352783,0.022243047133088112,-0.00048828125,-0.005752463825047016,0.1,0.5091564206075492,0.0,0.00048828125,-0.05752463638782501,0.8115562796592712,-0.0024564266204833984,0.054365504533052444,-0.012125716544687748
40960,1.955833911895752,0.021627608686685562,-0.00634765625,-0.010397186502814293,0.1,0.4723665527410147,0.0,0.00634765625,-0.10397185385227203,0.8033487796783447,-0.006913260091096163,0.11584540456533432,-0.011993132531642914
43008,1.9127795696258545,0.01909397915005684,-0.004150390625,-0.0077264755964279175,0.1,0.4382349924649492,0.0,0.004150390625,-0.07726475596427917,0.8092218637466431,-0.00016298983246088028,0.08170903474092484,-0.012091562151908875
45056,1.7402907609939575,0.021164381876587868,-0.007568359375,-0.008721946738660336,0.1,0.40656965974059917,0.0,0.007568359375,-0.0872194692492485,0.8098348379135132,-0.006347564049065113,0.11383362114429474,-0.01206403411924839
47104,1.4701306819915771,0.019542036578059196,-0.008056640625,-0.00856703706085682,0.1,0.3771923535631569,0.0,0.008056640625,-0.08567037433385849,0.7992881536483765,-0.005446836352348328,0.10822546482086182,-0.012193333357572556
49152,2.380880832672119,0.02348344586789608,-0.0048828125,-0.01004590094089508,0.1,0.34993774911115544,0.0,0.004638671875,-0.1004590094089508,0.8100501298904419,-0.005986114963889122,0.0805814117193222,-0.011840632185339928
51200,2.7147440910339355,0.02242964319884777,-0.001220703125,-0.011719639413058758,0.1,0.32465246735834974,0.0,0.001220703125,-0.11719638109207153,0.8065011501312256,-0.004146972671151161,0.057820528745651245,-0.011793326586484909
53248,2.719879150390625,0.02491116337478161,-0.003662109375,-0.008658748120069504,0.1,0.301194211912202,0.0,0.003662109375,-0.08658747375011444,0.8036261796951294,-0.002696039155125618,0.09520941227674484,-0.012042144313454628
55296,2.589710235595703,0.02145281434059143,-0.001220703125,-0.009388837963342667,0.1,0.27943096822140734,0.0,0.001220703125,-0.09388837218284607,0.7985802292823792,-0.0049048010259866714,0.06328757107257843,-0.011828253045678139
57344,3.0805282592773438,0.025775611400604248,-0.001708984375,-0.009922920726239681,0.1,0.2592402606458915,0.0,0.001708984375,-0.09922920912504196,0.802078127861023,-0.0009052418172359467,0.06973930448293686,-0.01164992805570364
59392,2.6287238597869873,0.02346659265458584,-0.0029296875,-0.010988777503371239,0.1,0.24050846320834218,0.0,0.0028076171875,-0.10988776385784149,0.7860979437828064,-0.003979608882218599,0.0978708267211914,-0.011855388060212135
61440,2.500729560852051,0.023931479081511497,-0.00439453125,-0.009116212837398052,0.1,0.22313016014842982,0.0,0.00439453125,-0.09116212278604507,0.7797789573669434,-0.005396733060479164,0.08774997293949127,-0.01190301962196827
63488,2.861736297607422,0.02457510307431221,-0.002197265625,-0.008621107786893845,0.1,0.2070075526811526,0.0,0.002197265625,-0.08621107786893845,0.7740508317947388,-0.00546038243919611,0.08649970591068268,-0.01135388482362032
65536,3.4370415210723877,0.028076816350221634,-0.001220703125,-0.009599938988685608,0.1,0.19204990862075408,0.0,0.001220703125,-0.09599938988685608,0.7721496820449829,-0.0007067341357469559,0.07899497449398041,-0.011192232370376587
67584,3.0978310108184814,0.026645373553037643,-0.00244140625,-0.010299897752702236,0.1,0.17817305177289844,0.0,0.00244140625,-0.10299897193908691,0.7745043635368347,-0.0019111763685941696,0.0994691252708435,-0.011088907718658447
69632,3.3740787506103516,0.02952725626528263,-0.003173828125,-0.011669551953673363,0.1,0.16529888822158656,0.0,0.0029296875,-0.11669551581144333,0.7727975249290466,0.00014193356037139893,0.14473602175712585,-0.010942237451672554
71680,2.4487762451171875,0.024510663002729416,-0.00537109375,-0.008843667805194855,0.1,0.15335496684492847,0.0,0.00537109375,-0.08843666315078735,0.7631051540374756,-0.004632003605365753,0.09194457530975342,-0.011595629155635834
73728,2.9666523933410645,0.024390533566474915,-0.001220703125,-0.009638357907533646,0.1,0.14227407158651353,0.0,0.001220703125,-0.09638358652591705,0.7533941268920898,-0.0038144271820783615,0.10392594337463379,-0.011276545003056526
75776,2.932633876800537,0.023884179070591927,-0.0009765625,-0.008084184490144253,0.1,0.13199384318783017,0.0,0.0009765625,-0.08084183931350708,0.743901789188385,-0.003028924111276865,0.07434920966625214,-0.010865665972232819
77824,2.89388370513916,0.024564599618315697,-0.001953125,-0.010908062569797039,0.1,0.12245642825298195,0.0,0.001953125,-0.10908062756061554,0.7297310829162598,-0.0037490203976631165,0.08860564231872559,-0.010985294356942177
79872,3.1524319648742676,0.02535349689424038,-0.000732421875,-0.008390575647354126,0.1,0.11360815367076377,0.0,0.000732421875,-0.08390574902296066,0.7279570698738098,-0.005237892270088196,0.079746313393116,-0.010387187823653221
81920,3.3612804412841797,0.027966894209384918,-0.001708984375,-0.009981730952858925,0.1,0.10539922456186433,0.0,0.001708984375,-0.09981730580329895,0.7264873385429382,-0.004058905877172947,0.11032097041606903,-0.010326454415917397
83968,3.243607521057129,0.02633059397339821,-0.0009765625,-0.010559780523180962,0.1,0.09778344405135005,0.0,0.0009765625,-0.10559780895709991,0.7116405963897705,-0.0024344995617866516,0.0719248354434967,-0.01038169115781784
86016,3.222201347351074,0.02712261490523815,-0.001953125,-0.009871970862150192,0.1,0.09071795328941247,0.0,0.001953125,-0.09871970862150192,0.7103201150894165,-0.006408326327800751,0.11160348355770111,-0.010790976695716381
88064,2.727762460708618,0.02521112933754921,-0.00390625,-0.009837145917117596,0.1,0.0841629902573104,0.0,0.00390625,-0.09837144613265991,0.707420825958252,-0.0033618686720728874,0.11134781688451767,-0.010564709082245827
90112,3.076289176940918,0.026237182319164276,-0.002197265625,-0.00980200432240963,0.1,0.07808166600115317,0.0,0.002197265625,-0.098020039498806,0.7007334232330322,0.0018286583945155144,0.08600474894046783,-0.010945282876491547
92160,3.053147315979004,0.026048650965094566,-0.002197265625,-0.007420775014907122,0.1,0.07243975703425146,0.0,0.002197265625,-0.07420775294303894,0.7086203098297119,-0.0009916648268699646,0.12204580754041672,-0.010486869141459465
94208,3.229050636291504,0.0264490507543087,-0.001220703125,-0.010025408118963242,0.1,0.06720551273974976,0.0,0.001220703125,-0.10025407373905182,0.7005060911178589,-0.009170315228402615,0.10377083718776703,-0.01042538695037365
96256,3.4799141883850098,0.029634837061166763,-0.00244140625,-0.012257279828190804,0.1,0.0623494766896734,0.0,0.00244140625,-0.12257280200719833,0.7100517749786377,-0.004982896149158478,0.10126076638698578,-0.009787032380700111
98304,3.281564235687256,0.026848752051591873,-0.001220703125,-0.009435050189495087,0.1,0.057844320874838484,0.0,0.001220703125,-0.09435050189495087,0.6941941976547241,-0.0038741854950785637,0.10082682967185974,-0.010416697710752487
100352,3.249234676361084,0.027590762823820114,-0.002197265625,-0.008663896471261978,0.1,0.053664691912730135,0.0,0.002197265625,-0.08663895726203918,0.698543906211853,-0.002259589731693268,0.11696107685565948,-0.010184092447161674
102400,3.2781710624694824,0.03000693768262863,-0.00439453125,-0.009112175554037094,0.1,0.049787068367863944,0.0,0.00439453125,-0.09112174808979034,0.6967078447341919,-0.005485647823661566,0.1147523745894432,-0.009911250323057175
