step,episode_reward_mean,reward_goal,reward_collision,reward_guide,guidance_lambda,residual_beta,success_rate,collision_rate,action_alignment,path_length,sparse_edges,full_graph_edges,communication_ratio,loss_objective,loss_critic,loss_entropy,lambda_comm
2048,-8.522741317749023,-0.015985777601599693,-0.05059814453125,-0.007742458023130894,0.1,0.1,0.0,0.0496826171875,-0.07742457836866379,0.8803502917289734,11.333662033081055,240.0,0.047223591804504396,-0.0014635752886533737,0.501945972442627,-0.012441018596291542,0.001
4096,-7.322984218597412,-0.01234996784478426,-0.04486083984375,-0.011974096298217773,0.1,0.2,0.0,0.04400634765625,-0.11974096298217773,0.8740171194076538,5.876677989959717,240.0,0.02448615829149882,-0.0020449627190828323,0.4809378385543823,-0.012555145658552647,0.001
6144,-6.417149543762207,-0.013024602085351944,-0.037109375,-0.00042111449874937534,0.1,0.3,0.0,0.036834716796875,-0.004211145453155041,0.870105504989624,2.3710546493530273,240.0,0.00987939437230428,-0.001369677484035492,0.4299057722091675,-0.012699263170361519,0.001
8192,-5.686342239379883,-0.025076400488615036,-0.01934814453125,0.00250449450686574,0.1,0.4,0.0,0.019317626953125,0.025044942274689674,0.8664826154708862,0.876070499420166,240.0,0.0036502937475840253,-0.0005600200966000557,0.250974178314209,-0.012872377410531044,0.001
10240,-5.419619560241699,-0.026959916576743126,-0.015380859375,0.005395757034420967,0.1,0.5,0.0,0.01531982421875,0.05395756661891937,0.861334502696991,0.46622687578201294,240.0,0.001942611982425054,-0.0021949531510472298,0.19889923930168152,-0.012944215908646584,0.001
12288,-3.4546236991882324,-0.016979482024908066,-0.010009765625,-0.002042206469923258,0.1,0.6,0.0,0.010009765625,-0.020422065630555153,0.8592951893806458,0.35713446140289307,240.0,0.0014880602558453879,-0.002964508719742298,0.12176357209682465,-0.012987269088625908,0.001
14336,-1.8446193933486938,-0.005255815573036671,-0.0091552734375,-0.0026318514719605446,0.1,0.7,0.0,0.0091552734375,-0.026318512856960297,0.8496714234352112,0.2686466872692108,240.0,0.001119361196955045,-0.004076719284057617,0.10598065704107285,-0.01297392975538969,0.001
16384,-0.16090698540210724,0.004541253671050072,-0.00579833984375,-0.005511029623448849,0.1,0.8,0.0,0.00579833984375,-0.055110298097133636,0.8506201505661011,0.22198590636253357,240.0,0.0009249412765105565,-0.003832542337477207,0.07323451340198517,-0.012979445047676563,0.001
18432,0.9936733841896057,0.013439341448247433,-0.00567626953125,-0.006781667470932007,0.1,0.9,0.0,0.00567626953125,-0.06781667470932007,0.8465678691864014,0.19348999857902527,240.0,0.0008062083274126053,-0.003944510594010353,0.08459499478340149,-0.013023043051362038,0.001
20480,1.5263032913208008,0.017051197588443756,-0.005126953125,-0.008061142638325691,0.1,1.0,0.0,0.005126953125,-0.08061142265796661,0.8445731401443481,0.15763737261295319,240.0,0.0006568223858873049,-0.0014654998667538166,0.07117641717195511,-0.012693576514720917,0.001
