step,communication_cost,communication_ratio,sparse_edges,full_graph_edges
2048,11.333662033081055,0.047223591804504396,11.333662033081055,240.0
4096,5.876677989959717,0.02448615829149882,5.876677989959717,240.0
6144,2.3710546493530273,0.00987939437230428,2.3710546493530273,240.0
8192,0.876070499420166,0.0036502937475840253,0.876070499420166,240.0
10240,0.46622687578201294,0.001942611982425054,0.46622687578201294,240.0
12288,0.35713446140289307,0.0014880602558453879,0.35713446140289307,240.0
14336,0.2686466872692108,0.001119361196955045,0.2686466872692108,240.0
16384,0.22198590636253357,0.0009249412765105565,0.22198590636253357,240.0
18432,0.19348999857902527,0.0008062083274126053,0.19348999857902527,240.0
20480,0.15763737261295319,0.0006568223858873049,0.15763737261295319,240.0
22528,0.1138455793261528,0.0004743565805256367,0.1138455793261528,240.0
24576,0.11663474142551422,0.0004859780892729759,0.11663474142551422,240.0
26624,0.11207762360572815,0.0004669900983572006,0.11207762360572815,240.0
28672,0.08964264392852783,0.000373511016368866,0.08964264392852783,240.0
30720,0.07163116335868835,0.0002984631806612015,0.07163116335868835,240.0
32768,0.058332331478595734,0.00024305138116081554,0.058332331478595734,240.0
34816,0.055660732090473175,0.00023191971704363822,0.055660732090473175,240.0
36864,0.05078940466046333,0.00021162251941859723,0.05078940466046333,240.0
38912,0.04435025900602341,0.00018479274585843087,0.04435025900602341,240.0
40960,0.041364073753356934,0.0001723503073056539,0.041364073753356934,240.0
43008,0.03920970857143402,0.00016337378571430842,0.03920970857143402,240.0
45056,0.040287360548973083,0.00016786400228738785,0.040287360548973083,240.0
47104,0.03879076987504959,0.00016162820781270664,0.03879076987504959,240.0
49152,0.03476495295763016,0.00014485397065679232,0.03476495295763016,240.0
51200,0.030575241893529892,0.00012739684122304123,0.030575241893529892,240.0
53248,0.029397297650575638,0.00012248874021073182,0.029397297650575638,240.0
55296,0.028193112462759018,0.00011747130192816258,0.028193112462759018,240.0
57344,0.02757946401834488,0.00011491443340977033,0.02757946401834488,240.0
59392,0.02674933895468712,0.00011145557897786299,0.02674933895468712,240.0
61440,0.027894146740436554,0.00011622561141848564,0.027894146740436554,240.0
63488,0.02517981454730034,0.00010491589394708474,0.02517981454730034,240.0
65536,0.023557890206575394,9.81578758607308e-05,0.023557890206575394,240.0
67584,0.024173753336071968,0.0001007239722336332,0.024173753336071968,240.0
69632,0.022681863978505135,9.450776657710473e-05,0.022681863978505135,240.0
71680,0.020239301025867462,8.433042094111443e-05,0.020239301025867462,240.0
73728,0.017852604389190674,7.43858516216278e-05,0.017852604389190674,240.0
75776,0.018113814294338226,7.547422622640927e-05,0.018113814294338226,240.0
77824,0.017422623932361603,7.259426638484001e-05,0.017422623932361603,240.0
79872,0.01681356504559517,7.00565210233132e-05,0.01681356504559517,240.0
81920,0.01539799477905035,6.415831157937645e-05,0.01539799477905035,240.0
83968,0.014842184260487556,6.184243441869815e-05,0.014842184260487556,240.0
86016,0.013655297458171844,5.689707274238269e-05,0.013655297458171844,240.0
88064,0.012548224069178104,5.228426695490877e-05,0.012548224069178104,240.0
90112,0.012225678190588951,5.094032579412063e-05,0.012225678190588951,240.0
92160,0.009964913129806519,4.152047137419383e-05,0.009964913129806519,240.0
94208,0.011158769018948078,4.649487091228366e-05,0.011158769018948078,240.0
96256,0.010693834163248539,4.455764234686891e-05,0.010693834163248539,240.0
98304,0.00885901041328907,3.691254338870446e-05,0.00885901041328907,240.0
100352,0.007969479076564312,3.3206162819017966e-05,0.007969479076564312,240.0
102400,0.008172255009412766,3.405106253921986e-05,0.008172255009412766,240.0
