step,episode_reward_mean,reward_goal,reward_collision,reward_guide,guidance_lambda,success_rate,collision_rate,action_alignment,path_length,loss_objective,loss_critic,loss_entropy
2048,-0.309203565120697,-0.0007066686521284282,-0.001708984375,0.0,0.0,0.0,0.001708984375,0.0234566330909729,0.8549503087997437,-0.007559374440461397,0.022594157606363297,-0.013111424632370472
4096,-0.8798384666442871,0.00533329276368022,-0.01220703125,0.0,0.0,0.0,0.01220703125,0.06484703719615936,0.8447824120521545,-0.004923574160784483,0.09700699895620346,-0.013195440173149109
6144,-0.6902166604995728,0.009988539852201939,-0.015380859375,0.0,0.0,0.0,0.015380859375,0.11495040357112885,0.8360764980316162,-0.003770921379327774,0.15486302971839905,-0.013090754859149456
8192,-0.8182569742202759,0.009720650501549244,-0.01611328125,0.0006772459601052105,0.005746668395956026,0.0,0.0159912109375,0.11785019189119339,0.8458075523376465,-0.0012386711314320564,0.1355670541524887,-0.012864314019680023
10240,0.7752180099487305,0.011427484452724457,-0.00537109375,0.0006120532634668052,0.004285982549190521,0.0,0.00537109375,0.14280349016189575,0.8539550304412842,-0.0070993369445204735,0.04392273351550102,-0.0125868059694767
12288,1.0474313497543335,0.013798292726278305,-0.005615234375,0.000707081169821322,0.004147602468729019,0.0,0.005615234375,0.17047950625419617,0.8470208644866943,-0.0020291507244110107,0.059236664324998856,-0.012703362852334976
14336,1.2465565204620361,0.015598097816109657,-0.005859375,0.0007243413710966706,0.004121201112866402,0.0,0.005859375,0.17575977742671967,0.8396066427230835,-0.004770301282405853,0.06019626930356026,-0.012551733292639256
16384,1.2173434495925903,0.015614012256264687,-0.006103515625,0.0006788078462705016,0.004189958870410919,0.0,0.006103515625,0.16200822591781616,0.840971827507019,-0.003742856439203024,0.057292476296424866,-0.012414800003170967
18432,1.6277456283569336,0.017843715846538544,-0.005126953125,0.000800926296506077,0.00399845540523529,0.0,0.005126953125,0.2003089189529419,0.8338739275932312,-0.0027160784229636192,0.09242585301399231,-0.012231269851326942
20480,1.4096883535385132,0.01809326931834221,-0.007080078125,0.0006228299462236464,0.004270833283662796,0.0,0.0069580078125,0.1458333432674408,0.8226191997528076,-0.0031646601855754852,0.08784319460391998,-0.012377260252833366
