step,episode_reward_mean,reward_goal,reward_collision,reward_guide,guidance_lambda,residual_beta,success_rate,collision_rate,action_alignment,path_length,sparse_edges,full_graph_edges,communication_ratio,loss_objective,loss_critic,loss_entropy
2048,-6.963122367858887,-0.004045388661324978,-0.05035400390625,0.006427714601159096,0.1,0.0,0.0,0.0494384765625,0.06427714228630066,0.8785800933837891,240.0,240.0,1.0,-0.003058883361518383,0.4711596965789795,-0.012802612036466599
4096,-5.77427864074707,-0.011359112337231636,-0.03375244140625,0.006024561822414398,0.1,0.0,0.0,0.03338623046875,0.060245614498853683,0.8721168041229248,240.0,240.0,1.0,-0.0026173386722803116,0.3544046878814697,-0.01284007541835308
6144,-5.496221542358398,-0.012421651743352413,-0.030517578125,0.005257234908640385,0.1,0.0,0.0,0.030364990234375,0.0525723472237587,0.8682738542556763,240.0,240.0,1.0,-0.0017771925777196884,0.32191503047943115,-0.013041934929788113
8192,-4.922030448913574,-0.013917229138314724,-0.0245361328125,0.0014190480578690767,0.1,0.0,0.0,0.0244140625,0.014190481044352055,0.8619066476821899,240.0,240.0,1.0,-0.002857925370335579,0.27090156078338623,-0.013108531013131142
10240,-3.269224166870117,-0.00954960286617279,-0.0159912109375,0.0015366205479949713,0.1,0.0,0.0,0.015899658203125,0.01536620408296585,0.859939455986023,240.0,240.0,1.0,-0.0021678265184164047,0.17533129453659058,-0.01315364520996809
12288,-3.754321575164795,-0.01297321543097496,-0.016357421875,-0.00120677356608212,0.1,0.0,0.0,0.016326904296875,-0.012067736126482487,0.8584040999412537,240.0,240.0,1.0,-0.0037159286439418793,0.18070882558822632,-0.013248268514871597
14336,-1.5973758697509766,-0.001676275860518217,-0.01080322265625,0.0009283138206228614,0.1,0.0,0.0,0.01080322265625,0.009283138439059258,0.8449904918670654,240.0,240.0,1.0,-0.0030451416969299316,0.1311269998550415,-0.01321500912308693
16384,-0.5922031402587891,0.0031859122682362795,-0.0078125,-0.002065337263047695,0.1,0.0,0.0,0.0078125,-0.0206533744931221,0.8406985998153687,240.0,240.0,1.0,-0.003463132306933403,0.0938720852136612,-0.013248675502836704
18432,0.7102917432785034,0.017084795981645584,-0.01153564453125,-0.0013739807764068246,0.1,0.0,0.0,0.011383056640625,-0.013739807531237602,0.8378987312316895,240.0,240.0,1.0,-0.005136837717145681,0.13512572646141052,-0.013295020908117294
20480,-0.07055890560150146,0.00481985229998827,-0.00537109375,-0.0013401811011135578,0.1,0.0,0.0,0.00537109375,-0.013401810079813004,0.8344998955726624,240.0,240.0,1.0,-0.0026470418088138103,0.05561838299036026,-0.013117826543748379
22528,1.340482234954834,0.01401255652308464,-0.0035400390625,0.00022441342298407108,0.1,0.0,0.0,0.0035400390625,0.0022441335022449493,0.8275201320648193,240.0,240.0,1.0,-0.0033950749784708023,0.05409746617078781,-0.013335643336176872
24576,2.5238161087036133,0.024233916774392128,-0.0045166015625,-0.0006140855839475989,0.1,0.0,0.0,0.004486083984375,-0.006140856072306633,0.8270254731178284,240.0,240.0,1.0,-0.003380812704563141,0.059153180569410324,-0.013249018229544163
26624,3.664886951446533,0.03253818303346634,-0.00390625,-0.0003485767520032823,0.1,0.0,0.0,0.00390625,-0.003485766239464283,0.8259583115577698,240.0,240.0,1.0,-0.00366801954805851,0.06409774720668793,-0.013168063946068287
28672,4.136404991149902,0.03542845696210861,-0.00311279296875,0.0003264322876930237,0.1,0.0,0.0,0.00311279296875,0.0032643224112689495,0.8170741200447083,240.0,240.0,1.0,-0.0027477070689201355,0.07294115424156189,-0.012966150417923927
30720,4.845488548278809,0.039320219308137894,-0.00146484375,0.000645338324829936,0.1,0.0,0.0,0.00146484375,0.006453383713960648,0.8162182569503784,240.0,240.0,1.0,-0.0016579357907176018,0.07298469543457031,-0.013081632554531097
32768,5.037981986999512,0.041068218648433685,-0.001708984375,0.0013918941840529442,0.1,0.0,0.0,0.001708984375,0.013918941840529442,0.8115726709365845,240.0,240.0,1.0,-0.0025136666372418404,0.1033194288611412,-0.013038944453001022
34816,6.099803924560547,0.04997405409812927,-0.0023193359375,0.0012470172950997949,0.1,0.0,0.0,0.0023193359375,0.012470174580812454,0.8031801581382751,240.0,240.0,1.0,-0.002209121361374855,0.13820160925388336,-0.012915018945932388
36864,5.704285144805908,0.050668247044086456,-0.006103515625,0.0010257516987621784,0.1,0.0,0.0,0.006103515625,0.01025751605629921,0.7971917986869812,240.0,240.0,1.0,-0.002406507730484009,0.2005646675825119,-0.012835896573960781
38912,6.005052089691162,0.051064856350421906,-0.004150390625,0.0018238681368529797,0.1,0.0,0.0,0.004150390625,0.01823868229985237,0.7954190969467163,240.0,240.0,1.0,-0.0006590904667973518,0.15071606636047363,-0.012944197282195091
40960,6.744740009307861,0.055745042860507965,-0.0030517578125,-0.00016232443158514798,0.1,0.0,0.0,0.0030517578125,-0.0016232442576438189,0.7878508567810059,240.0,240.0,1.0,-0.0007746834307909012,0.18131598830223083,-0.012944144196808338
43008,6.612737655639648,0.05392031371593475,-0.00225830078125,0.0012835476081818342,0.1,0.0,0.0,0.002197265625,0.01283547654747963,0.7776898145675659,240.0,240.0,1.0,-0.0005600329022854567,0.16752204298973083,-0.012861046940088272
45056,6.880257606506348,0.05643755942583084,-0.002685546875,0.0020218484569340944,0.1,0.0,0.0,0.002685546875,0.020218484103679657,0.7757044434547424,240.0,240.0,1.0,-0.0009793490171432495,0.2013898640871048,-0.012770302593708038
47104,6.83966064453125,0.05618143826723099,-0.00274658203125,0.0034677216317504644,0.1,0.0,0.0,0.00274658203125,0.03467721492052078,0.7709077000617981,240.0,240.0,1.0,-0.00133422389626503,0.20765730738639832,-0.012828681617975235
