step,communication_cost,communication_ratio,sparse_edges,full_graph_edges
2048,29.82421875,0.124267578125,29.82421875,240.0
4096,26.5703125,0.11070963541666666,26.5703125,240.0
6144,28.42578125,0.11844075520833333,28.42578125,240.0
8192,24.205078125,0.1008544921875,24.205078125,240.0
10240,22.458984375,0.0935791015625,22.458984375,240.0
12288,21.56640625,0.08986002604166667,21.56640625,240.0
14336,22.6220703125,0.09425862630208333,22.6220703125,240.0
16384,22.1396484375,0.09224853515625,22.1396484375,240.0
18432,27.2431640625,0.11351318359375,27.2431640625,240.0
20480,25.60546875,0.106689453125,25.60546875,240.0
22528,24.927734375,0.10386555989583333,24.927734375,240.0
24576,30.7412109375,0.12808837890625,30.7412109375,240.0
26624,34.759765625,0.14483235677083334,34.759765625,240.0
28672,33.4814453125,0.13950602213541666,33.4814453125,240.0
30720,35.1015625,0.14625651041666668,35.1015625,240.0
32768,34.50390625,0.14376627604166667,34.50390625,240.0
34816,33.3271484375,0.13886311848958333,33.3271484375,240.0
36864,36.8857421875,0.15369059244791666,36.8857421875,240.0
38912,33.3974609375,0.13915608723958334,33.3974609375,240.0
40960,32.0146484375,0.13339436848958333,32.0146484375,240.0
43008,32.1357421875,0.13389892578125,32.1357421875,240.0
45056,33.609375,0.1400390625,33.609375,240.0
47104,38.8037109375,0.16168212890625,38.8037109375,240.0
49152,40.017578125,0.16673990885416667,40.017578125,240.0
51200,41.8544921875,0.17439371744791668,41.8544921875,240.0
53248,40.3193359375,0.16799723307291667,40.3193359375,240.0
55296,41.7841796875,0.17410074869791667,41.7841796875,240.0
57344,42.1201171875,0.17550048828125,42.1201171875,240.0
59392,38.888671875,0.1620361328125,38.888671875,240.0
61440,41.595703125,0.1733154296875,41.595703125,240.0
63488,40.677734375,0.16949055989583334,40.677734375,240.0
65536,37.4365234375,0.15598551432291666,37.4365234375,240.0
67584,40.3427734375,0.16809488932291666,40.3427734375,240.0
69632,41.2412109375,0.17183837890625,41.2412109375,240.0
71680,42.07421875,0.17530924479166668,42.07421875,240.0
73728,36.5859375,0.15244140625,36.5859375,240.0
75776,40.7177734375,0.16965738932291666,40.7177734375,240.0
77824,40.5703125,0.16904296875,40.5703125,240.0
79872,40.0576171875,0.16690673828125,40.0576171875,240.0
81920,38.224609375,0.15926920572916667,38.224609375,240.0
83968,40.748046875,0.16978352864583332,40.748046875,240.0
86016,40.1240234375,0.16718343098958333,40.1240234375,240.0
88064,40.1279296875,0.16719970703125,40.1279296875,240.0
90112,42.6025390625,0.17751057942708334,42.6025390625,240.0
92160,42.0361328125,0.17515055338541666,42.0361328125,240.0
94208,44.5576171875,0.18565673828125,44.5576171875,240.0
96256,42.6357421875,0.17764892578125,42.6357421875,240.0
98304,38.9990234375,0.16249593098958334,38.9990234375,240.0
100352,41.0263671875,0.17094319661458332,41.0263671875,240.0
102400,41.91796875,0.174658203125,41.91796875,240.0
