step,episode_reward_mean,loss_objective,loss_critic,loss_entropy
2048,-6.2006378173828125,-0.0038468826096504927,0.4348708391189575,-0.01270004641264677
4096,-5.575611114501953,-0.0025398232974112034,0.3587449789047241,-0.01287105679512024
6144,-5.617975234985352,-0.004615727812051773,0.28643426299095154,-0.01298389583826065
8192,-3.2359447479248047,-0.0024278145283460617,0.1886959969997406,-0.013048740103840828
10240,-3.2636361122131348,-0.002112982328981161,0.1636703908443451,-0.013084478676319122
12288,-3.143893003463745,-0.0032293684780597687,0.1841922402381897,-0.013131611980497837
14336,-1.3730847835540771,-0.0023431088775396347,0.10706406831741333,-0.013093268498778343
16384,-0.0407133623957634,-0.0040708743035793304,0.09612306952476501,-0.013091649860143661
18432,1.2014338970184326,-0.004031258635222912,0.09257867932319641,-0.013121586292982101
20480,1.6777653694152832,-0.0029433295130729675,0.0813363641500473,-0.012952499091625214
22528,2.0900561809539795,-0.0021677883341908455,0.05992158502340317,-0.013132112100720406
24576,3.630490779876709,-0.003484569489955902,0.09231287986040115,-0.013156257569789886
26624,3.8490023612976074,-0.0035619493573904037,0.10562832653522491,-0.013206413015723228
28672,4.053915977478027,-0.00133422389626503,0.07072955369949341,-0.0130165945738554
30720,4.661042213439941,-0.0004554642364382744,0.08503973484039307,-0.013153063133358955
32768,4.85786771774292,-0.0013892319984734058,0.09158851206302643,-0.01302051916718483
34816,6.077561378479004,-0.001650433987379074,0.1392095983028412,-0.012876195833086967
36864,6.053998947143555,-0.0013603661209344864,0.20976728200912476,-0.012868628837168217
38912,5.73473596572876,-0.0006670430302619934,0.1579175591468811,-0.012945391237735748
40960,6.378015518188477,-0.00114413071423769,0.16663260757923126,-0.013014022260904312
43008,6.338217735290527,-0.0007256157696247101,0.15149421989917755,-0.012993134558200836
45056,6.621037006378174,-0.0017730183899402618,0.18591338396072388,-0.012745575979351997
47104,6.226515769958496,-0.00042596645653247833,0.20795129239559174,-0.012883066199719906
49152,6.598079681396484,-0.0009624399244785309,0.13318026065826416,-0.012828942388296127
51200,6.651962757110596,-0.0010094847530126572,0.145732581615448,-0.012802805751562119
53248,6.220639228820801,-0.0018399469554424286,0.1339147537946701,-0.012642484158277512
55296,6.919748783111572,-0.0014962339773774147,0.16213810443878174,-0.012538454495370388
57344,6.68389368057251,-0.0006368178874254227,0.11915793269872665,-0.01254725269973278
59392,7.9018473625183105,-0.0006936341524124146,0.15036210417747498,-0.01252929400652647
61440,7.546344757080078,-0.001039384864270687,0.1803867667913437,-0.012435984797775745
63488,7.403581619262695,-0.0006447732448577881,0.16260293126106262,-0.012347336858510971
65536,7.695025444030762,-0.0004579564556479454,0.2484413981437683,-0.012361818924546242
67584,8.344712257385254,-0.0016737710684537888,0.26421645283699036,-0.012152304872870445
69632,7.636673927307129,-0.0016457084566354752,0.262157142162323,-0.012326393276453018
71680,7.757757186889648,-0.0006519854068756104,0.23407933115959167,-0.012227291241288185
73728,7.73930549621582,-0.001150328665971756,0.24880172312259674,-0.012219025753438473
75776,8.8146390914917,6.701517850160599e-05,0.17477981746196747,-0.012096923775970936
77824,7.695019721984863,-0.0009699761867523193,0.09195761382579803,-0.012195171788334846
79872,8.044299125671387,-0.0015015988610684872,0.14530456066131592,-0.012144314125180244
81920,8.0318603515625,-0.001675151288509369,0.12897977232933044,-0.012147543951869011
83968,8.216147422790527,-0.0008142516016960144,0.1302100569009781,-0.012089213356375694
86016,8.449853897094727,-0.001961757428944111,0.1430414468050003,-0.012086421251296997
88064,8.745885848999023,-0.0016099698841571808,0.35822486877441406,-0.012113790027797222
90112,7.996349811553955,-0.001223444938659668,0.37365832924842834,-0.012025430798530579
92160,7.947852611541748,0.00010487809777259827,0.3402065634727478,-0.0121543537825346
94208,8.146612167358398,-0.0004012784920632839,0.34392049908638,-0.012032940983772278
96256,9.093194007873535,-0.0018333818297833204,0.4080972671508789,-0.011996835470199585
98304,7.918272495269775,-0.001269027590751648,0.27161523699760437,-0.012165181338787079
100352,7.975437164306641,-0.0010891500860452652,0.17920081317424774,-0.01188090443611145
102400,8.315733909606934,-0.0011527342721819878,0.15296518802642822,-0.011866007000207901
